"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","35.0","6","0","6","0","0","12","0","12","0","0","6","0","0.03","0.11","0.25","0.41","0.57","7.6052"
"100.json","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.04","0.12","0.22","0.35","9.515"
"101.json","35.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.03","0.08","0.16","0.26","10.3504"
"102.json","35.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.06","0.13","0.22","10.685"
"103.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.04","0.11","0.19","11.081"
"104.json","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.05","0.12","0.22","0.34","9.5304"
"105.json","35.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.05","0.12","0.21","10.7996"
"106.json","35.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.02","0.07","0.15","0.25","10.5144"
"107.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.19","11.092"
"108.json","35.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.03","0.09","0.17","0.27","10.2116"
"109.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.05","0.12","0.2","11.0012"
"10.json","35.0","11","2","9","4","2","23","4","19","10","4","5","2","0.02","0.08","0.18","0.31","0.44","8.553"
"110.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.19","11.1044"
"111.json","35.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.01","0.04","0.09","0.17","11.438"
"112.json","35.0","13","3","10","6","3","21","3","18","9","3","4","3","0.02","0.09","0.2","0.33","0.46","8.4012"
"113.json","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.04","0.1","0.18","0.29","10.052937"
"114.json","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.03","0.09","0.18","0.29","10.0558"
"115.json","35.0","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.02","0.05","0.12","0.21","11.0838"
"116.json","35.0","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.04","0.11","0.21","0.33","9.6416"
"117.json","35.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.02","0.07","0.15","0.25","10.6006"
"118.json","35.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.02","0.05","0.11","0.21","10.9478"
"119.json","35.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.01","0.04","0.1","0.18","11.5276"
"11.json","35.0","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.06","0.15","0.27","0.4","8.9101106"
"120.json","35.0","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.04","0.1","0.21","0.33","9.6502"
"121.json","35.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.01","0.05","0.11","0.19","11.0728"
"122.json","35.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.02","0.07","0.14","0.23","10.7628"
"123.json","35.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.01","0.04","0.09","0.17","11.522"
"124.json","35.0","23","7","16","16","7","42","9","33","31","9","2","5","0.0","0.03","0.07","0.16","0.25","10.3702"
"125.json","35.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.01","0.04","0.1","0.19","11.29"
"126.json","35.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.01","0.05","0.11","0.19","11.1532"
"127.json","35.0","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.01","0.04","0.09","0.16","11.7508"
"128.json","35.0","9","1","8","2","1","16","1","15","3","1","5","1","0.03","0.1","0.22","0.37","0.51","7.9574"
"129.json","35.0","12","2","10","4","2","23","3","20","8","3","4","2","0.02","0.09","0.21","0.35","0.48","8.2462"
"12.json","35.0","11","2","9","4","2","24","4","20","10","4","4","2","0.03","0.1","0.21","0.36","0.5","8.0608"
"130.json","35.0","12","2","10","4","2","23","3","20","8","3","4","2","0.02","0.09","0.2","0.35","0.49","8.232"
"131.json","35.0","14","3","11","6","3","28","5","23","13","5","3","3","0.02","0.09","0.2","0.33","0.46","8.419"
"132.json","35.0","15","3","12","7","3","28","4","24","14","4","4","2","0.01","0.06","0.15","0.25","0.38","9.2422"
"133.json","35.0","17","4","13","9","4","32","6","26","19","6","4","3","0.01","0.04","0.12","0.22","0.35","9.4226"
"134.json","35.0","18","4","14","9","4","35","6","29","19","6","3","3","0.01","0.04","0.12","0.22","0.33","9.5844"
"135.json","35.0","19","5","14","11","5","37","8","29","24","8","3","4","0.0","0.04","0.12","0.22","0.34","9.5788"
"136.json","35.0","15","3","12","7","3","28","4","24","14","4","4","2","0.01","0.06","0.14","0.25","0.37","9.2926"
"137.json","35.0","18","4","14","9","4","35","6","29","19","6","3","3","0.01","0.04","0.11","0.22","0.34","9.6068"
"138.json","35.0","17","4","13","9","4","32","6","26","19","6","4","3","0.01","0.05","0.13","0.24","0.36","9.3888"
"139.json","35.0","19","5","14","11","5","37","8","29","24","8","3","4","0.01","0.04","0.11","0.21","0.32","9.6408"
"13.json","35.0","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.07","0.17","0.3","0.43","8.72698202212"
"140.json","35.0","19","5","14","12","5","37","7","30","25","7","3","3","0.01","0.04","0.1","0.2","0.3","9.97261116"
"141.json","35.0","21","6","15","14","6","41","9","32","30","9","3","4","0.01","0.03","0.09","0.18","0.28","10.2308"
"142.json","35.0","21","6","15","14","6","41","9","32","30","9","3","4","0.01","0.03","0.1","0.19","0.29","10.2068"
"143.json","35.0","22","7","15","16","7","43","11","32","35","11","3","5","0.01","0.03","0.09","0.17","0.28","10.178"
"144.json","35.0","12","2","10","4","2","20","2","18","6","2","4","2","0.02","0.09","0.2","0.33","0.48","8.26381216"
"145.json","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.05","0.12","0.23","0.35","9.5448"
"146.json","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.04","0.12","0.22","0.34","9.6"
"147.json","35.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.03","0.08","0.16","0.27","10.222"
"148.json","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.05","0.12","0.22","0.34","9.5234"
"149.json","35.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.02","0.07","0.15","0.25","10.5112"
"14.json","35.0","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.07","0.18","0.3","0.44","8.626545396404424"
"150.json","35.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.06","0.12","0.21","10.802594522232"
"151.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.05","0.1","0.19","11.0036"
"152.json","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.04","0.12","0.22","0.34","9.53292136"
"153.json","35.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.01","0.06","0.13","0.22","10.698"
"154.json","35.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.03","0.09","0.16","0.26","10.3392"
"155.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.05","0.11","0.19","11.0334"
"156.json","35.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.02","0.08","0.15","0.25","10.3198"
"157.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.2","10.9756"
"158.json","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.2","10.9982"
"159.json","35.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.01","0.04","0.09","0.17","11.409"
"15.json","35.0","14","4","10","8","4","30","8","22","20","8","4","4","0.01","0.06","0.15","0.26","0.39","9.0176"
"160.json","35.0","11","2","9","4","2","18","2","16","6","2","5","2","0.03","0.09","0.21","0.35","0.49","8.158452762432"
"161.json","35.0","14","3","11","6","3","25","4","21","11","4","4","3","0.03","0.09","0.19","0.32","0.45","8.5130464"
"162.json","35.0","14","3","11","6","3","25","4","21","11","4","4","3","0.02","0.08","0.19","0.31","0.45","8.5106"
"163.json","35.0","16","4","12","8","4","30","6","24","16","6","3","4","0.02","0.08","0.17","0.28","0.42","8.736"
"164.json","35.0","19","5","14","12","5","32","6","26","23","6","4","3","0.01","0.04","0.1","0.19","0.3","9.9448"
"165.json","35.0","21","6","15","14","6","36","8","28","28","8","4","4","0.01","0.03","0.08","0.17","0.27","10.207810587400001"
"166.json","35.0","22","6","16","14","6","39","8","31","28","8","3","4","0.0","0.02","0.08","0.16","0.26","10.3538"
"167.json","35.0","23","7","16","16","7","41","10","31","33","10","3","5","0.0","0.02","0.08","0.15","0.25","10.4402"
"168.json","35.0","19","5","14","12","5","32","6","26","23","6","4","3","0.01","0.04","0.1","0.19","0.3","10.0246"
"169.json","35.0","22","6","16","14","6","39","8","31","28","8","3","4","0.0","0.02","0.08","0.16","0.26","10.3094"
"16.json","35.0","9","1","8","2","1","16","1","15","3","1","5","1","0.03","0.11","0.23","0.38","0.52","7.9664"
"170.json","35.0","21","6","15","14","6","36","8","28","28","8","4","4","0.0","0.04","0.09","0.18","0.28","10.108"
"171.json","35.0","23","7","16","16","7","41","10","31","33","10","3","5","0.01","0.03","0.07","0.15","0.25","10.3898"
"172.json","35.0","24","8","16","20","8","42","10","32","40","10","3","4","0.0","0.02","0.07","0.14","0.22","11.03"
"173.json","35.0","26","9","17","22","9","46","12","34","45","12","3","5","0.0","0.02","0.06","0.13","0.22","10.9634"
"174.json","35.0","26","9","17","22","9","46","12","34","45","12","3","5","0.0","0.02","0.06","0.12","0.2","11.0744"
"175.json","35.0","27","10","17","24","10","48","14","34","50","14","3","6","0.0","0.02","0.05","0.12","0.21","11.1946"
"176.json","35.0","13","3","10","6","3","21","3","18","9","3","4","3","0.03","0.09","0.2","0.33","0.47","8.37112530907928"
"177.json","35.0","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.04","0.12","0.22","0.33","9.64050896"
"178.json","35.0","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.04","0.11","0.21","0.32","9.7122"
"179.json","35.0","23","7","16","16","7","42","9","33","31","9","2","5","0.0","0.02","0.08","0.15","0.27","10.3376"
"17.json","35.0","15","3","12","7","3","28","4","24","14","4","4","2","0.01","0.06","0.15","0.25","0.37","9.2226"
"180.json","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.03","0.09","0.18","0.27","10.1928"
"181.json","35.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.03","0.07","0.15","0.24","10.7042"
"182.json","35.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.01","0.05","0.11","0.19","11.096"
"183.json","35.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.01","0.04","0.1","0.18","11.2708"
"184.json","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.04","0.1","0.19","0.29","10.09"
"185.json","35.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.01","0.04","0.1","0.19","11.1834"
"186.json","35.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.02","0.07","0.14","0.24","10.6358"
"187.json","35.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.01","0.05","0.11","0.19","11.1998"
"188.json","35.0","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.02","0.06","0.12","0.21","10.9656"
"189.json","35.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.01","0.04","0.09","0.17","11.5224"
"18.json","35.0","15","3","12","7","3","28","4","24","14","4","4","2","0.01","0.06","0.14","0.24","0.36","9.3212"
"190.json","35.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.01","0.04","0.1","0.18","11.4014"
"191.json","35.0","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.01","0.04","0.09","0.16","11.7454"
"192.json","35.0","11","2","9","4","2","19","2","17","6","2","4","2","0.03","0.1","0.22","0.35","0.49","8.171631690552488"
"193.json","35.0","17","4","13","9","4","31","5","26","17","5","3","3","0.01","0.05","0.12","0.24","0.35","9.4472"
"194.json","35.0","17","4","13","9","4","31","5","26","17","5","3","3","0.01","0.05","0.13","0.25","0.36","9.3108"
"195.json","35.0","21","6","15","14","6","40","8","32","28","8","2","4","0.0","0.03","0.09","0.19","0.29","10.12"
"196.json","35.0","17","4","13","9","4","31","5","26","17","5","3","3","0.01","0.05","0.13","0.24","0.37","9.3732"
"197.json","35.0","19","5","14","12","5","35","7","28","24","7","3","4","0.01","0.04","0.11","0.21","0.32","9.8528216"
"198.json","35.0","22","6","16","14","6","42","8","34","28","8","2","4","0.0","0.03","0.08","0.15","0.26","10.391"
"199.json","35.0","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.02","0.07","0.15","0.25","10.5182"
"19.json","35.0","19","5","14","12","5","37","7","30","25","7","3","3","0.01","0.04","0.11","0.2","0.3","9.9822"
"1.json","35.0","9","1","8","2","1","19","2","17","5","2","5","1","0.02","0.08","0.2","0.33","0.48","8.2698"
"200.json","35.0","17","4","13","9","4","31","5","26","17","5","3","3","0.01","0.05","0.13","0.24","0.36","9.3258"
"201.json","35.0","22","6","16","14","6","42","8","34","28","8","2","4","0.0","0.03","0.08","0.16","0.26","10.3018"
"202.json","35.0","19","5","14","12","5","35","7","28","24","7","3","4","0.01","0.04","0.1","0.2","0.31","10.0652"
"203.json","35.0","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.02","0.07","0.15","0.25","10.6254"
"204.json","35.0","21","6","15","14","6","40","8","32","28","8","2","4","0.01","0.04","0.1","0.2","0.3","10.0498"
"205.json","35.0","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.02","0.07","0.14","0.23","10.7362"
"206.json","35.0","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.02","0.07","0.14","0.24","10.6736"
"207.json","35.0","24","8","16","20","8","46","12","34","42","12","2","6","0.0","0.02","0.06","0.13","0.22","10.8638"
"208.json","35.0","13","3","10","6","3","21","3","18","9","3","4","3","0.03","0.1","0.21","0.34","0.48","8.328"
"209.json","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.04","0.1","0.18","0.29","10.053"
"20.json","35.0","12","2","10","4","2","23","3","20","8","3","4","2","0.03","0.1","0.21","0.34","0.47","8.2768"
"210.json","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.03","0.09","0.18","0.29","10.169"
"211.json","35.0","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.02","0.05","0.12","0.2","11.164"
"212.json","35.0","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.05","0.12","0.22","0.34","9.6044"
"213.json","35.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.02","0.06","0.14","0.24","10.629"
