"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","55.0","6","0","6","0","0","12","0","12","0","0","6","0","0.22","0.51","0.73","0.86","0.93","4.7752"
"100.json","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.09","0.28","0.49","0.67","0.8","5.9026"
"101.json","55.0","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.2","0.41","0.58","0.73","6.4055998"
"102.json","55.0","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.15","0.35","0.54","0.71","6.6242"
"103.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.32","0.52","0.69","6.7730301200000005"
"104.json","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.09","0.28","0.5","0.68","0.81","5.8658"
"105.json","55.0","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.15","0.34","0.56","0.72","6.5936"
"106.json","55.0","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.19","0.41","0.61","0.76","6.334199728146871"
"107.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.32","0.52","0.69","6.7574"
"108.json","55.0","22","6","16","14","6","41","8","33","28","8","2","4","0.05","0.22","0.42","0.61","0.76","6.2526"
"109.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.31","0.51","0.69","6.7962"
"10.json","55.0","11","2","9","4","2","23","4","19","10","4","5","2","0.14","0.39","0.63","0.79","0.89","5.2962"
"110.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.15","0.33","0.52","0.68","6.7338"
"111.json","55.0","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.12","0.29","0.49","0.66","6.9271128"
"112.json","55.0","13","3","10","6","3","21","3","18","9","3","4","3","0.2","0.45","0.67","0.81","0.9","5.036"
"113.json","55.0","21","6","15","14","6","35","7","28","26","7","3","4","0.07","0.23","0.45","0.64","0.78","6.1354"
"114.json","55.0","21","6","15","14","6","35","7","28","26","7","3","4","0.06","0.23","0.43","0.62","0.77","6.2136"
"115.json","55.0","26","9","17","22","9","45","11","34","43","11","2","5","0.04","0.16","0.34","0.54","0.69","6.6778"
"116.json","55.0","19","5","14","11","5","33","6","27","20","6","3","4","0.1","0.29","0.51","0.68","0.8","5.8508"
"117.json","55.0","23","7","16","17","7","39","9","30","33","9","3","5","0.04","0.19","0.37","0.57","0.72","6.525587799999999"
"118.json","55.0","26","8","18","19","8","46","10","36","37","10","2","5","0.03","0.15","0.34","0.53","0.7","6.70733848"
"119.json","55.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.13","0.3","0.49","0.67","6.9106"
"11.json","55.0","13","3","10","6","3","28","6","22","15","6","4","3","0.1","0.32","0.56","0.75","0.86","5.545"
"120.json","55.0","19","5","14","11","5","33","6","27","20","6","3","4","0.08","0.28","0.5","0.67","0.8","5.9088"
"121.json","55.0","26","8","18","19","8","46","10","36","37","10","2","5","0.03","0.15","0.33","0.52","0.69","6.7404"
"122.json","55.0","23","7","16","17","7","39","9","30","33","9","3","5","0.05","0.19","0.39","0.57","0.73","6.455992599648"
"123.json","55.0","28","10","18","25","10","49","13","36","50","13","2","6","0.03","0.14","0.3","0.48","0.65","6.9308"
"124.json","55.0","23","7","16","16","7","42","9","33","31","9","2","5","0.06","0.2","0.41","0.6","0.74","6.3216"
"125.json","55.0","27","9","18","22","9","48","12","36","44","12","2","6","0.03","0.14","0.3","0.5","0.67","6.8582"
"126.json","55.0","27","9","18","22","9","48","12","36","44","12","2","6","0.03","0.13","0.31","0.51","0.67","6.8818"
"127.json","55.0","29","11","18","28","11","51","15","36","57","15","2","7","0.03","0.13","0.3","0.47","0.63","7.0394"
"128.json","55.0","9","1","8","2","1","16","1","15","3","1","5","1","0.22","0.49","0.71","0.85","0.92","4.8506"
"129.json","55.0","12","2","10","4","2","23","3","20","8","3","4","2","0.2","0.47","0.68","0.83","0.91","4.9708"
"12.json","55.0","11","2","9","4","2","24","4","20","10","4","4","2","0.2","0.48","0.69","0.83","0.91","4.9428"
"130.json","55.0","12","2","10","4","2","23","3","20","8","3","4","2","0.21","0.47","0.7","0.83","0.91","4.9428"
"131.json","55.0","14","3","11","6","3","28","5","23","13","5","3","3","0.19","0.45","0.66","0.81","0.9","5.0624"
"132.json","55.0","15","3","12","7","3","28","4","24","14","4","4","2","0.11","0.32","0.54","0.71","0.83","5.6902"
"133.json","55.0","17","4","13","9","4","32","6","26","19","6","4","3","0.09","0.28","0.52","0.7","0.82","5.8296"
"134.json","55.0","18","4","14","9","4","35","6","29","19","6","3","3","0.1","0.29","0.51","0.7","0.82","5.815"
"135.json","55.0","19","5","14","11","5","37","8","29","24","8","3","4","0.08","0.29","0.51","0.69","0.81","5.847"
"136.json","55.0","15","3","12","7","3","28","4","24","14","4","4","2","0.1","0.31","0.53","0.71","0.83","5.7408"
"137.json","55.0","18","4","14","9","4","35","6","29","19","6","3","3","0.08","0.27","0.5","0.68","0.81","5.904"
"138.json","55.0","17","4","13","9","4","32","6","26","19","6","4","3","0.09","0.29","0.51","0.69","0.82","5.8302"
"139.json","55.0","19","5","14","11","5","37","8","29","24","8","3","4","0.09","0.28","0.5","0.68","0.81","5.8606"
"13.json","55.0","13","3","10","6","3","28","6","22","15","6","4","3","0.13","0.38","0.6","0.77","0.87","5.3946"
"140.json","55.0","19","5","14","12","5","37","7","30","25","7","3","3","0.07","0.26","0.46","0.65","0.78","6.0968"
"141.json","55.0","21","6","15","14","6","41","9","32","30","9","3","4","0.06","0.24","0.44","0.63","0.77","6.1832"
"142.json","55.0","21","6","15","14","6","41","9","32","30","9","3","4","0.07","0.24","0.44","0.63","0.77","6.1324"
"143.json","55.0","22","7","15","16","7","43","11","32","35","11","3","5","0.06","0.23","0.42","0.61","0.75","6.2952"
"144.json","55.0","12","2","10","4","2","20","2","18","6","2","4","2","0.2","0.48","0.69","0.83","0.91","4.9494"
"145.json","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.08","0.28","0.5","0.68","0.81","5.8806"
"146.json","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.09","0.28","0.51","0.69","0.81","5.8508"
"147.json","55.0","22","6","16","14","6","41","8","33","28","8","2","4","0.05","0.21","0.42","0.61","0.75","6.2792"
"148.json","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.09","0.28","0.5","0.68","0.81","5.870531408768413"
"149.json","55.0","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.19","0.39","0.59","0.74","6.3868"
"14.json","55.0","13","3","10","6","3","28","6","22","15","6","4","3","0.13","0.37","0.6","0.77","0.88","5.3866"
"150.json","55.0","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.16","0.35","0.55","0.72","6.5706"
"151.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.33","0.53","0.69","6.7264"
"152.json","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.09","0.28","0.51","0.68","0.82","5.8686"
"153.json","55.0","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.16","0.36","0.56","0.72","6.5732"
"154.json","55.0","22","6","16","14","6","38","8","30","28","8","3","4","0.05","0.2","0.4","0.59","0.75","6.3396773600000005"
"155.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.33","0.53","0.7","6.6918"
"156.json","55.0","22","6","16","14","6","41","8","33","28","8","2","4","0.05","0.21","0.41","0.6","0.75","6.3108"
"157.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.33","0.54","0.69","6.7258"
"158.json","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.15","0.34","0.54","0.7","6.6822"
"159.json","55.0","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.12","0.3","0.48","0.65","6.95"
"15.json","55.0","14","4","10","8","4","30","8","22","20","8","4","4","0.11","0.32","0.55","0.73","0.84","5.6124"
"160.json","55.0","11","2","9","4","2","18","2","16","6","2","5","2","0.2","0.46","0.68","0.83","0.92","4.9606"
"161.json","55.0","14","3","11","6","3","25","4","21","11","4","4","3","0.18","0.44","0.66","0.81","0.89","5.0854"
"162.json","55.0","14","3","11","6","3","25","4","21","11","4","4","3","0.19","0.43","0.65","0.8","0.89","5.1248"
"163.json","55.0","16","4","12","8","4","30","6","24","16","6","3","4","0.18","0.41","0.63","0.79","0.88","5.1832"
"164.json","55.0","19","5","14","12","5","32","6","26","23","6","4","3","0.07","0.25","0.46","0.64","0.77","6.1176"
"165.json","55.0","21","6","15","14","6","36","8","28","28","8","4","4","0.06","0.22","0.43","0.62","0.77","6.2122"
"166.json","55.0","22","6","16","14","6","39","8","31","28","8","3","4","0.05","0.21","0.41","0.62","0.75","6.28"
"167.json","55.0","23","7","16","16","7","41","10","31","33","10","3","5","0.05","0.21","0.41","0.6","0.75","6.3082"
"168.json","55.0","19","5","14","12","5","32","6","26","23","6","4","3","0.06","0.23","0.45","0.63","0.77","6.1832"
"169.json","55.0","22","6","16","14","6","39","8","31","28","8","3","4","0.05","0.2","0.41","0.61","0.77","6.266"
"16.json","55.0","9","1","8","2","1","16","1","15","3","1","5","1","0.21","0.49","0.7","0.85","0.92","4.86837012"
"170.json","55.0","21","6","15","14","6","36","8","28","28","8","4","4","0.06","0.22","0.42","0.62","0.76","6.2394"
"171.json","55.0","23","7","16","16","7","41","10","31","33","10","3","5","0.05","0.2","0.41","0.6","0.75","6.3106"
"172.json","55.0","24","8","16","20","8","42","10","32","40","10","3","4","0.04","0.18","0.36","0.55","0.7","6.6094"
"173.json","55.0","26","9","17","22","9","46","12","34","45","12","3","5","0.04","0.17","0.35","0.54","0.7","6.6532"
"174.json","55.0","26","9","17","22","9","46","12","34","45","12","3","5","0.04","0.16","0.35","0.54","0.69","6.66572252"
"175.json","55.0","27","10","17","24","10","48","14","34","50","14","3","6","0.05","0.17","0.35","0.52","0.7","6.6756"
"176.json","55.0","13","3","10","6","3","21","3","18","9","3","4","3","0.2","0.45","0.67","0.81","0.9","5.0408"
"177.json","55.0","19","5","14","11","5","33","6","27","20","6","3","4","0.09","0.28","0.5","0.67","0.8","5.9234"
"178.json","55.0","19","5","14","11","5","33","6","27","20","6","3","4","0.08","0.28","0.51","0.68","0.81","5.8894"
"179.json","55.0","23","7","16","16","7","42","9","33","31","9","2","5","0.06","0.21","0.41","0.61","0.75","6.2986"
"17.json","55.0","15","3","12","7","3","28","4","24","14","4","4","2","0.1","0.32","0.55","0.71","0.83","5.7242"
"180.json","55.0","21","6","15","14","6","35","7","28","26","7","3","4","0.06","0.24","0.44","0.63","0.76","6.1970478799999995"
"181.json","55.0","23","7","16","17","7","39","9","30","33","9","3","5","0.05","0.19","0.39","0.57","0.73","6.4784"
"182.json","55.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.14","0.33","0.53","0.7","6.7362"
"183.json","55.0","27","9","18","22","9","48","12","36","44","12","2","6","0.03","0.13","0.3","0.5","0.65","6.9448"
"184.json","55.0","21","6","15","14","6","35","7","28","26","7","3","4","0.06","0.24","0.44","0.63","0.77","6.1822"
"185.json","55.0","26","8","18","19","8","46","10","36","37","10","2","5","0.03","0.15","0.33","0.52","0.69","6.7398"
"186.json","55.0","23","7","16","17","7","39","9","30","33","9","3","5","0.04","0.18","0.38","0.58","0.72","6.5108"
"187.json","55.0","27","9","18","22","9","48","12","36","44","12","2","6","0.03","0.14","0.33","0.51","0.67","6.808"
"188.json","55.0","26","9","17","22","9","45","11","34","43","11","2","5","0.04","0.17","0.35","0.53","0.68","6.7002"
"189.json","55.0","28","10","18","25","10","49","13","36","50","13","2","6","0.03","0.13","0.31","0.49","0.65","6.9428"
"18.json","55.0","15","3","12","7","3","28","4","24","14","4","4","2","0.1","0.31","0.54","0.71","0.83","5.7304"
"190.json","55.0","28","10","18","25","10","49","13","36","50","13","2","6","0.03","0.14","0.3","0.49","0.66","6.9012"
"191.json","55.0","29","11","18","28","11","51","15","36","57","15","2","7","0.03","0.13","0.29","0.47","0.64","7.013"
"192.json","55.0","11","2","9","4","2","19","2","17","6","2","4","2","0.21","0.48","0.69","0.84","0.91","4.9272"
"193.json","55.0","17","4","13","9","4","31","5","26","17","5","3","3","0.11","0.31","0.53","0.71","0.83","5.7398"
"194.json","55.0","17","4","13","9","4","31","5","26","17","5","3","3","0.11","0.3","0.52","0.69","0.81","5.7892"
"195.json","55.0","21","6","15","14","6","40","8","32","28","8","2","4","0.07","0.24","0.44","0.63","0.77","6.164"
"196.json","55.0","17","4","13","9","4","31","5","26","17","5","3","3","0.1","0.32","0.53","0.71","0.82","5.749174106281753"
"197.json","55.0","19","5","14","12","5","35","7","28","24","7","3","4","0.07","0.25","0.45","0.64","0.77","6.1022"
"198.json","55.0","22","6","16","14","6","42","8","34","28","8","2","4","0.05","0.2","0.41","0.61","0.75","6.3122"
"199.json","55.0","23","7","16","17","7","44","10","34","35","10","2","5","0.05","0.19","0.39","0.57","0.72","6.4818"
"19.json","55.0","19","5","14","12","5","37","7","30","25","7","3","3","0.07","0.26","0.46","0.64","0.77","6.1248"
"1.json","55.0","9","1","8","2","1","19","2","17","5","2","5","1","0.16","0.42","0.65","0.81","0.9","5.1608"
"200.json","55.0","17","4","13","9","4","31","5","26","17","5","3","3","0.1","0.3","0.52","0.7","0.82","5.780149834821257"
"201.json","55.0","22","6","16","14","6","42","8","34","28","8","2","4","0.04","0.2","0.4","0.58","0.74","6.4104"
"202.json","55.0","19","5","14","12","5","35","7","28","24","7","3","4","0.07","0.24","0.46","0.64","0.78","6.108"
"203.json","55.0","23","7","16","17","7","44","10","34","35","10","2","5","0.05","0.19","0.38","0.56","0.72","6.4868"
"204.json","55.0","21","6","15","14","6","40","8","32","28","8","2","4","0.07","0.23","0.43","0.62","0.76","6.2484"
"205.json","55.0","23","7","16","17","7","44","10","34","35","10","2","5","0.04","0.18","0.37","0.56","0.71","6.5574"
"206.json","55.0","23","7","16","17","7","44","10","34","35","10","2","5","0.05","0.19","0.37","0.57","0.72","6.4932"
"207.json","55.0","24","8","16","20","8","46","12","34","42","12","2","6","0.04","0.18","0.36","0.54","0.68","6.6896"
"208.json","55.0","13","3","10","6","3","21","3","18","9","3","4","3","0.19","0.45","0.66","0.82","0.91","5.0516"
"209.json","55.0","21","6","15","14","6","35","7","28","26","7","3","4","0.07","0.24","0.45","0.63","0.77","6.1596"
"20.json","55.0","12","2","10","4","2","23","3","20","8","3","4","2","0.21","0.47","0.68","0.82","0.9","4.986"
"210.json","55.0","21","6","15","14","6","35","7","28","26","7","3","4","0.07","0.23","0.44","0.62","0.76","6.1984"
"211.json","55.0","26","9","17","22","9","45","11","34","43","11","2","5","0.04","0.16","0.35","0.54","0.69","6.688333144504001"
"212.json","55.0","19","5","14","11","5","33","6","27","20","6","3","4","0.09","0.29","0.51","0.69","0.82","5.84"
"213.json","55.0","23","7","16","17","7","39","9","30","33","9","3","5","0.05","0.18","0.38","0.57","0.72","6.489"
