"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","57.5","6","0","6","0","0","12","0","12","0","0","6","0","0.28","0.58","0.79","0.9","0.95","4.4892"
"100.json","57.5","18","4","14","9","4","32","5","27","17","5","3","3","0.1","0.32","0.54","0.72","0.84","5.6328"
"101.json","57.5","22","6","16","14","6","38","8","30","28","8","3","4","0.06","0.24","0.46","0.65","0.78","6.0647998"
"102.json","57.5","24","6","18","14","6","44","8","36","28","8","2","4","0.04","0.18","0.4","0.61","0.77","6.2624"
"103.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.19","0.39","0.59","0.75","6.3812"
"104.json","57.5","18","4","14","9","4","32","5","27","17","5","3","3","0.11","0.33","0.56","0.74","0.85","5.5694"
"105.json","57.5","24","6","18","14","6","44","8","36","28","8","2","4","0.04","0.19","0.41","0.62","0.77","6.2442"
"106.json","57.5","22","6","16","14","6","38","8","30","28","8","3","4","0.06","0.24","0.46","0.66","0.8","6.0238"
"107.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.18","0.38","0.58","0.74","6.4164"
"108.json","57.5","22","6","16","14","6","41","8","33","28","8","2","4","0.07","0.26","0.48","0.67","0.81","5.945"
"109.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.17","0.38","0.58","0.75","6.418"
"10.json","57.5","11","2","9","4","2","23","4","19","10","4","5","2","0.17","0.45","0.67","0.83","0.91","5.0448"
"110.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.17","0.38","0.59","0.73","6.4228"
"111.json","57.5","28","10","18","24","10","50","14","36","50","14","2","6","0.04","0.16","0.34","0.55","0.72","6.5838"
"112.json","57.5","13","3","10","6","3","21","3","18","9","3","4","3","0.24","0.51","0.72","0.85","0.93","4.7776"
"113.json","57.5","21","6","15","14","6","35","7","28","26","7","3","4","0.08","0.28","0.51","0.69","0.82","5.845220439832854"
"114.json","57.5","21","6","15","14","6","35","7","28","26","7","3","4","0.08","0.27","0.5","0.68","0.81","5.8928"
"115.json","57.5","26","9","17","22","9","45","11","34","43","11","2","5","0.05","0.2","0.4","0.59","0.74","6.376"
"116.json","57.5","19","5","14","11","5","33","6","27","20","6","3","4","0.11","0.33","0.55","0.74","0.85","5.592"
"117.json","57.5","23","7","16","17","7","39","9","30","33","9","3","5","0.06","0.23","0.46","0.64","0.78","6.1066"
"118.json","57.5","26","8","18","19","8","46","10","36","37","10","2","5","0.04","0.18","0.38","0.58","0.75","6.41768328"
"119.json","57.5","28","10","18","25","10","49","13","36","50","13","2","6","0.04","0.16","0.35","0.55","0.71","6.6048"
"11.json","57.5","13","3","10","6","3","28","6","22","15","6","4","3","0.13","0.37","0.62","0.78","0.89","5.3182"
"120.json","57.5","19","5","14","11","5","33","6","27","20","6","3","4","0.1","0.33","0.55","0.74","0.85","5.607"
"121.json","57.5","26","8","18","19","8","46","10","36","37","10","2","5","0.03","0.16","0.38","0.58","0.74","6.451"
"122.json","57.5","23","7","16","17","7","39","9","30","33","9","3","5","0.06","0.22","0.43","0.63","0.77","6.1706"
"123.json","57.5","28","10","18","25","10","49","13","36","50","13","2","6","0.03","0.15","0.35","0.54","0.71","6.5994"
"124.json","57.5","23","7","16","16","7","42","9","33","31","9","2","5","0.07","0.26","0.48","0.66","0.79","5.9808"
"125.json","57.5","27","9","18","22","9","48","12","36","44","12","2","6","0.04","0.17","0.37","0.57","0.73","6.4538"
"126.json","57.5","27","9","18","22","9","48","12","36","44","12","2","6","0.03","0.17","0.36","0.57","0.73","6.505"
"127.json","57.5","29","11","18","28","11","51","15","36","57","15","2","7","0.04","0.16","0.34","0.54","0.7","6.6362"
"128.json","57.5","9","1","8","2","1","16","1","15","3","1","5","1","0.25","0.54","0.75","0.88","0.94","4.6606"
"129.json","57.5","12","2","10","4","2","23","3","20","8","3","4","2","0.24","0.52","0.75","0.86","0.93","4.7102"
"12.json","57.5","11","2","9","4","2","24","4","20","10","4","4","2","0.26","0.54","0.74","0.86","0.94","4.6808"
"130.json","57.5","12","2","10","4","2","23","3","20","8","3","4","2","0.25","0.52","0.73","0.87","0.94","4.7116"
"131.json","57.5","14","3","11","6","3","28","5","23","13","5","3","3","0.24","0.5","0.71","0.85","0.92","4.817"
"132.json","57.5","15","3","12","7","3","28","4","24","14","4","4","2","0.13","0.37","0.6","0.76","0.87","5.4254"
"133.json","57.5","17","4","13","9","4","32","6","26","19","6","4","3","0.11","0.34","0.56","0.73","0.85","5.5692"
"134.json","57.5","18","4","14","9","4","35","6","29","19","6","3","3","0.11","0.34","0.57","0.74","0.86","5.5208"
"135.json","57.5","19","5","14","11","5","37","8","29","24","8","3","4","0.11","0.33","0.57","0.74","0.85","5.5684"
"136.json","57.5","15","3","12","7","3","28","4","24","14","4","4","2","0.12","0.36","0.59","0.77","0.87","5.4312"
"137.json","57.5","18","4","14","9","4","35","6","29","19","6","3","3","0.11","0.32","0.55","0.74","0.85","5.6062"
"138.json","57.5","17","4","13","9","4","32","6","26","19","6","4","3","0.12","0.34","0.57","0.75","0.86","5.5244"
"139.json","57.5","19","5","14","11","5","37","8","29","24","8","3","4","0.11","0.34","0.56","0.74","0.85","5.5672"
"13.json","57.5","13","3","10","6","3","28","6","22","15","6","4","3","0.16","0.42","0.66","0.81","0.91","5.1358"
"140.json","57.5","19","5","14","12","5","37","7","30","25","7","3","3","0.09","0.29","0.51","0.7","0.82","5.7984"
"141.json","57.5","21","6","15","14","6","41","9","32","30","9","3","4","0.08","0.28","0.51","0.69","0.82","5.8452"
"142.json","57.5","21","6","15","14","6","41","9","32","30","9","3","4","0.08","0.26","0.48","0.67","0.81","5.933"
"143.json","57.5","22","7","15","16","7","43","11","32","35","11","3","5","0.09","0.28","0.49","0.67","0.8","5.8978"
"144.json","57.5","12","2","10","4","2","20","2","18","6","2","4","2","0.24","0.51","0.73","0.86","0.93","4.752"
"145.json","57.5","18","4","14","9","4","32","5","27","17","5","3","3","0.11","0.32","0.55","0.72","0.84","5.6326"
"146.json","57.5","18","4","14","9","4","32","5","27","17","5","3","3","0.11","0.33","0.57","0.74","0.86","5.5302"
"147.json","57.5","22","6","16","14","6","41","8","33","28","8","2","4","0.06","0.24","0.47","0.66","0.8","5.99855968"
"148.json","57.5","18","4","14","9","4","32","5","27","17","5","3","3","0.11","0.34","0.56","0.73","0.85","5.568"
"149.json","57.5","22","6","16","14","6","38","8","30","28","8","3","4","0.05","0.23","0.45","0.65","0.79","6.089"
"14.json","57.5","13","3","10","6","3","28","6","22","15","6","4","3","0.16","0.43","0.67","0.82","0.91","5.108"
"150.json","57.5","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.18","0.4","0.61","0.76","6.3088"
"151.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.18","0.4","0.59","0.75","6.3532"
"152.json","57.5","18","4","14","9","4","32","5","27","17","5","3","3","0.1","0.33","0.56","0.73","0.85","5.6104"
"153.json","57.5","24","6","18","14","6","44","8","36","28","8","2","4","0.04","0.19","0.4","0.61","0.77","6.2524"
"154.json","57.5","22","6","16","14","6","38","8","30","28","8","3","4","0.06","0.24","0.46","0.64","0.79","6.0582"
"155.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.18","0.39","0.6","0.75","6.354"
"156.json","57.5","22","6","16","14","6","41","8","33","28","8","2","4","0.07","0.26","0.48","0.67","0.8","5.9784"
"157.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.18","0.39","0.6","0.76","6.3436"
"158.json","57.5","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.18","0.38","0.58","0.74","6.4216"
"159.json","57.5","28","10","18","24","10","50","14","36","50","14","2","6","0.04","0.17","0.36","0.55","0.72","6.5472"
"15.json","57.5","14","4","10","8","4","30","8","22","20","8","4","4","0.13","0.37","0.61","0.78","0.89","5.3272"
"160.json","57.5","11","2","9","4","2","18","2","16","6","2","5","2","0.25","0.53","0.75","0.87","0.94","4.668"
"161.json","57.5","14","3","11","6","3","25","4","21","11","4","4","3","0.23","0.5","0.72","0.85","0.93","4.80191388"
"162.json","57.5","14","3","11","6","3","25","4","21","11","4","4","3","0.22","0.49","0.7","0.84","0.93","4.8524"
"163.json","57.5","16","4","12","8","4","30","6","24","16","6","3","4","0.22","0.47","0.68","0.82","0.91","4.952"
"164.json","57.5","19","5","14","12","5","32","6","26","23","6","4","3","0.09","0.29","0.52","0.69","0.82","5.814"
"165.json","57.5","21","6","15","14","6","36","8","28","28","8","4","4","0.07","0.26","0.49","0.68","0.81","5.922"
"166.json","57.5","22","6","16","14","6","39","8","31","28","8","3","4","0.07","0.25","0.48","0.66","0.8","5.9988"
"167.json","57.5","23","7","16","16","7","41","10","31","33","10","3","5","0.06","0.26","0.47","0.66","0.8","5.969"
"168.json","57.5","19","5","14","12","5","32","6","26","23","6","4","3","0.08","0.27","0.5","0.69","0.82","5.8572"
"169.json","57.5","22","6","16","14","6","39","8","31","28","8","3","4","0.07","0.24","0.46","0.66","0.79","6.0298"
"16.json","57.5","9","1","8","2","1","16","1","15","3","1","5","1","0.25","0.54","0.76","0.88","0.94","4.6368"
"170.json","57.5","21","6","15","14","6","36","8","28","28","8","4","4","0.07","0.27","0.49","0.68","0.81","5.9004"
"171.json","57.5","23","7","16","16","7","41","10","31","33","10","3","5","0.07","0.24","0.47","0.66","0.8","5.9688"
"172.json","57.5","24","8","16","20","8","42","10","32","40","10","3","4","0.06","0.21","0.41","0.62","0.76","6.2686"
"173.json","57.5","26","9","17","22","9","46","12","34","45","12","3","5","0.05","0.2","0.4","0.59","0.74","6.3342"
"174.json","57.5","26","9","17","22","9","46","12","34","45","12","3","5","0.05","0.2","0.41","0.61","0.75","6.3114"
"175.json","57.5","27","10","17","24","10","48","14","34","50","14","3","6","0.05","0.2","0.4","0.59","0.74","6.3632"
"176.json","57.5","13","3","10","6","3","21","3","18","9","3","4","3","0.24","0.5","0.72","0.85","0.93","4.787"
"177.json","57.5","19","5","14","11","5","33","6","27","20","6","3","4","0.11","0.33","0.56","0.73","0.84","5.6088"
"178.json","57.5","19","5","14","11","5","33","6","27","20","6","3","4","0.1","0.33","0.55","0.73","0.85","5.59550604"
"179.json","57.5","23","7","16","16","7","42","9","33","31","9","2","5","0.06","0.25","0.47","0.65","0.79","6.040569044087967"
"17.json","57.5","15","3","12","7","3","28","4","24","14","4","4","2","0.14","0.37","0.59","0.76","0.86","5.4434"
"180.json","57.5","21","6","15","14","6","35","7","28","26","7","3","4","0.09","0.27","0.47","0.67","0.81","5.946"
"181.json","57.5","23","7","16","17","7","39","9","30","33","9","3","5","0.06","0.22","0.43","0.62","0.76","6.2326"
"182.json","57.5","26","8","18","19","8","46","10","36","37","10","2","5","0.04","0.18","0.38","0.58","0.74","6.4086"
"183.json","57.5","27","9","18","22","9","48","12","36","44","12","2","6","0.03","0.16","0.36","0.57","0.73","6.5256"
"184.json","57.5","21","6","15","14","6","35","7","28","26","7","3","4","0.09","0.27","0.49","0.67","0.81","5.8944"
"185.json","57.5","26","8","18","19","8","46","10","36","37","10","2","5","0.04","0.18","0.38","0.6","0.75","6.389"
"186.json","57.5","23","7","16","17","7","39","9","30","33","9","3","5","0.06","0.22","0.44","0.64","0.79","6.1208"
"187.json","57.5","27","9","18","22","9","48","12","36","44","12","2","6","0.04","0.16","0.36","0.56","0.72","6.5302"
"188.json","57.5","26","9","17","22","9","45","11","34","43","11","2","5","0.05","0.19","0.39","0.59","0.75","6.3322"
"189.json","57.5","28","10","18","25","10","49","13","36","50","13","2","6","0.04","0.16","0.36","0.56","0.72","6.5464"
"18.json","57.5","15","3","12","7","3","28","4","24","14","4","4","2","0.12","0.37","0.6","0.77","0.87","5.429919101208"
"190.json","57.5","28","10","18","25","10","49","13","36","50","13","2","6","0.03","0.15","0.34","0.55","0.71","6.5824"
"191.json","57.5","29","11","18","28","11","51","15","36","57","15","2","7","0.03","0.15","0.33","0.52","0.69","6.6904"
"192.json","57.5","11","2","9","4","2","19","2","17","6","2","4","2","0.27","0.54","0.74","0.87","0.94","4.6784"
"193.json","57.5","17","4","13","9","4","31","5","26","17","5","3","3","0.13","0.36","0.59","0.75","0.86","5.4778"
"194.json","57.5","17","4","13","9","4","31","5","26","17","5","3","3","0.12","0.36","0.58","0.75","0.87","5.472085983820241"
"195.json","57.5","21","6","15","14","6","40","8","32","28","8","2","4","0.08","0.27","0.5","0.68","0.81","5.8654"
"196.json","57.5","17","4","13","9","4","31","5","26","17","5","3","3","0.12","0.35","0.57","0.74","0.85","5.5434"
"197.json","57.5","19","5","14","12","5","35","7","28","24","7","3","4","0.09","0.29","0.51","0.7","0.83","5.7812"
"198.json","57.5","22","6","16","14","6","42","8","34","28","8","2","4","0.06","0.24","0.46","0.65","0.79","6.049"
"199.json","57.5","23","7","16","17","7","44","10","34","35","10","2","5","0.05","0.21","0.43","0.63","0.77","6.192"
"19.json","57.5","19","5","14","12","5","37","7","30","25","7","3","3","0.1","0.29","0.51","0.69","0.82","5.816"
"1.json","57.5","9","1","8","2","1","19","2","17","5","2","5","1","0.19","0.47","0.68","0.84","0.92","4.9718"
"200.json","57.5","17","4","13","9","4","31","5","26","17","5","3","3","0.13","0.36","0.59","0.76","0.86","5.4516"
"201.json","57.5","22","6","16","14","6","42","8","34","28","8","2","4","0.06","0.24","0.46","0.66","0.8","6.0348"
"202.json","57.5","19","5","14","12","5","35","7","28","24","7","3","4","0.09","0.29","0.51","0.7","0.82","5.8234"
"203.json","57.5","23","7","16","17","7","44","10","34","35","10","2","5","0.06","0.22","0.43","0.62","0.77","6.2074"
"204.json","57.5","21","6","15","14","6","40","8","32","28","8","2","4","0.08","0.27","0.5","0.68","0.81","5.8724081138088176"
"205.json","57.5","23","7","16","17","7","44","10","34","35","10","2","5","0.06","0.23","0.44","0.63","0.77","6.185"
"206.json","57.5","23","7","16","17","7","44","10","34","35","10","2","5","0.06","0.23","0.44","0.63","0.78","6.1508"
"207.json","57.5","24","8","16","20","8","46","12","34","42","12","2","6","0.06","0.22","0.42","0.61","0.76","6.2592"
"208.json","57.5","13","3","10","6","3","21","3","18","9","3","4","3","0.23","0.52","0.72","0.85","0.92","4.7898"
"209.json","57.5","21","6","15","14","6","35","7","28","26","7","3","4","0.09","0.28","0.5","0.68","0.81","5.8688"
"20.json","57.5","12","2","10","4","2","23","3","20","8","3","4","2","0.24","0.52","0.75","0.87","0.93","4.69375552"
"210.json","57.5","21","6","15","14","6","35","7","28","26","7","3","4","0.08","0.27","0.49","0.68","0.8","5.94297308"
"211.json","57.5","26","9","17","22","9","45","11","34","43","11","2","5","0.06","0.2","0.41","0.6","0.74","6.3096"
"212.json","57.5","19","5","14","11","5","33","6","27","20","6","3","4","0.11","0.32","0.55","0.72","0.84","5.646"
"213.json","57.5","23","7","16","17","7","39","9","30","33","9","3","5","0.06","0.23","0.44","0.63","0.77","6.1734"
