"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","77.5","6","0","6","0","0","12","0","12","0","0","6","0","0.72","0.93","0.98","1.0","1.0","3.1548"
"100.json","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.41","0.75","0.92","0.97","0.99","3.9526"
"101.json","77.5","22","6","16","14","6","38","8","30","28","8","3","4","0.28","0.66","0.87","0.95","0.98","4.263435255584756"
"102.json","77.5","24","6","18","14","6","44","8","36","28","8","2","4","0.22","0.61","0.85","0.95","0.98","4.4024"
"103.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.59","0.82","0.94","0.98","4.4518"
"104.json","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.4","0.76","0.92","0.97","0.99","3.972"
"105.json","77.5","24","6","18","14","6","44","8","36","28","8","2","4","0.22","0.61","0.86","0.95","0.98","4.3786"
"106.json","77.5","22","6","16","14","6","38","8","30","28","8","3","4","0.28","0.66","0.87","0.96","0.99","4.2616"
"107.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.21","0.59","0.84","0.94","0.98","4.4412"
"108.json","77.5","22","6","16","14","6","41","8","33","28","8","2","4","0.31","0.67","0.87","0.95","0.99","4.2210804799999995"
"109.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.59","0.83","0.94","0.98","4.4556"
"10.json","77.5","11","2","9","4","2","23","4","19","10","4","5","2","0.51","0.83","0.96","0.99","1.0","3.72"
"110.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.59","0.83","0.94","0.98","4.4418"
"111.json","77.5","28","10","18","24","10","50","14","36","50","14","2","6","0.22","0.56","0.81","0.93","0.97","4.5282"
"112.json","77.5","13","3","10","6","3","21","3","18","9","3","4","3","0.69","0.9","0.97","0.99","1.0","3.2226"
"113.json","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.34","0.69","0.88","0.96","0.99","4.1432"
"114.json","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.34","0.7","0.89","0.96","0.99","4.1332"
"115.json","77.5","26","9","17","22","9","45","11","34","43","11","2","5","0.27","0.62","0.84","0.94","0.98","4.3584"
"116.json","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.4","0.75","0.9","0.97","0.99","3.9928"
"117.json","77.5","23","7","16","17","7","39","9","30","33","9","3","5","0.29","0.64","0.85","0.94","0.98","4.2988"
"118.json","77.5","26","8","18","19","8","46","10","36","37","10","2","5","0.21","0.58","0.82","0.94","0.98","4.4796"
"119.json","77.5","28","10","18","25","10","49","13","36","50","13","2","6","0.22","0.57","0.81","0.93","0.97","4.523431759999999"
"11.json","77.5","13","3","10","6","3","28","6","22","15","6","4","3","0.42","0.79","0.93","0.98","0.99","3.8909918001284125"
"120.json","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.39","0.74","0.91","0.97","0.99","4.0036"
"121.json","77.5","26","8","18","19","8","46","10","36","37","10","2","5","0.22","0.59","0.84","0.94","0.98","4.4466"
"122.json","77.5","23","7","16","17","7","39","9","30","33","9","3","5","0.28","0.65","0.85","0.95","0.98","4.295"
"123.json","77.5","28","10","18","25","10","49","13","36","50","13","2","6","0.21","0.57","0.81","0.94","0.98","4.509"
"124.json","77.5","23","7","16","16","7","42","9","33","31","9","2","5","0.31","0.68","0.87","0.96","0.99","4.1981944"
"125.json","77.5","27","9","18","22","9","48","12","36","44","12","2","6","0.22","0.58","0.82","0.93","0.98","4.488737919999999"
"126.json","77.5","27","9","18","22","9","48","12","36","44","12","2","6","0.22","0.58","0.82","0.93","0.98","4.4772"
"127.json","77.5","29","11","18","28","11","51","15","36","57","15","2","7","0.22","0.55","0.81","0.93","0.97","4.5328"
"128.json","77.5","9","1","8","2","1","16","1","15","3","1","5","1","0.69","0.91","0.98","0.99","1.0","3.2078"
"129.json","77.5","12","2","10","4","2","23","3","20","8","3","4","2","0.68","0.9","0.97","0.99","1.0","3.2406"
"12.json","77.5","11","2","9","4","2","24","4","20","10","4","4","2","0.69","0.91","0.98","0.99","1.0","3.2212"
"130.json","77.5","12","2","10","4","2","23","3","20","8","3","4","2","0.69","0.91","0.98","0.99","1.0","3.21003848"
"131.json","77.5","14","3","11","6","3","28","5","23","13","5","3","3","0.65","0.88","0.96","0.99","1.0","3.3142526870511166"
"132.json","77.5","15","3","12","7","3","28","4","24","14","4","4","2","0.42","0.76","0.91","0.97","0.99","3.956"
"133.json","77.5","17","4","13","9","4","32","6","26","19","6","4","3","0.42","0.76","0.92","0.98","0.99","3.9334"
"134.json","77.5","18","4","14","9","4","35","6","29","19","6","3","3","0.41","0.76","0.91","0.97","0.99","3.962"
"135.json","77.5","19","5","14","11","5","37","8","29","24","8","3","4","0.4","0.74","0.9","0.97","0.99","3.9994"
"136.json","77.5","15","3","12","7","3","28","4","24","14","4","4","2","0.42","0.77","0.92","0.98","0.99","3.9282"
"137.json","77.5","18","4","14","9","4","35","6","29","19","6","3","3","0.41","0.75","0.91","0.97","0.99","3.9684"
"138.json","77.5","17","4","13","9","4","32","6","26","19","6","4","3","0.42","0.77","0.92","0.97","0.99","3.936"
"139.json","77.5","19","5","14","11","5","37","8","29","24","8","3","4","0.4","0.75","0.91","0.97","0.99","3.9862"
"13.json","77.5","13","3","10","6","3","28","6","22","15","6","4","3","0.51","0.83","0.95","0.99","1.0","3.7284"
"140.json","77.5","19","5","14","12","5","37","7","30","25","7","3","3","0.35","0.7","0.88","0.96","0.99","4.1316"
"141.json","77.5","21","6","15","14","6","41","9","32","30","9","3","4","0.33","0.68","0.89","0.96","0.99","4.16726285053741"
"142.json","77.5","21","6","15","14","6","41","9","32","30","9","3","4","0.34","0.69","0.88","0.96","0.98","4.148444216095999"
"143.json","77.5","22","7","15","16","7","43","11","32","35","11","3","5","0.34","0.69","0.88","0.96","0.99","4.141"
"144.json","77.5","12","2","10","4","2","20","2","18","6","2","4","2","0.68","0.91","0.97","0.99","1.0","3.2338"
"145.json","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.4","0.75","0.91","0.97","0.99","3.9852"
"146.json","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.41","0.76","0.92","0.97","0.99","3.954"
"147.json","77.5","22","6","16","14","6","41","8","33","28","8","2","4","0.32","0.68","0.88","0.96","0.98","4.180233452570107"
"148.json","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.4","0.76","0.92","0.97","0.99","3.9583856400000004"
"149.json","77.5","22","6","16","14","6","38","8","30","28","8","3","4","0.27","0.66","0.87","0.96","0.98","4.2594"
"14.json","77.5","13","3","10","6","3","28","6","22","15","6","4","3","0.5","0.82","0.94","0.98","1.0","3.7694"
"150.json","77.5","24","6","18","14","6","44","8","36","28","8","2","4","0.21","0.61","0.84","0.95","0.98","4.41"
"151.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.6","0.84","0.94","0.98","4.439"
"152.json","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.4","0.75","0.91","0.97","0.99","3.9796"
"153.json","77.5","24","6","18","14","6","44","8","36","28","8","2","4","0.22","0.62","0.85","0.95","0.98","4.37962864"
"154.json","77.5","22","6","16","14","6","38","8","30","28","8","3","4","0.28","0.66","0.87","0.96","0.99","4.2452"
"155.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.59","0.83","0.94","0.98","4.4594"
"156.json","77.5","22","6","16","14","6","41","8","33","28","8","2","4","0.32","0.69","0.88","0.96","0.99","4.1742"
"157.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.21","0.58","0.82","0.94","0.98","4.4922"
"158.json","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.21","0.57","0.83","0.94","0.98","4.4758"
"159.json","77.5","28","10","18","24","10","50","14","36","50","14","2","6","0.21","0.56","0.82","0.93","0.98","4.505"
"15.json","77.5","14","4","10","8","4","30","8","22","20","8","4","4","0.43","0.78","0.93","0.98","1.0","3.8834"
"160.json","77.5","11","2","9","4","2","18","2","16","6","2","5","2","0.68","0.91","0.98","0.99","1.0","3.2138"
"161.json","77.5","14","3","11","6","3","25","4","21","11","4","4","3","0.66","0.89","0.97","0.99","1.0","3.2582"
"162.json","77.5","14","3","11","6","3","25","4","21","11","4","4","3","0.66","0.9","0.97","0.99","1.0","3.258"
"163.json","77.5","16","4","12","8","4","30","6","24","16","6","3","4","0.64","0.87","0.96","0.99","1.0","3.3312"
"164.json","77.5","19","5","14","12","5","32","6","26","23","6","4","3","0.34","0.7","0.88","0.96","0.99","4.124836046690514"
"165.json","77.5","21","6","15","14","6","36","8","28","28","8","4","4","0.32","0.69","0.88","0.96","0.99","4.16"
"166.json","77.5","22","6","16","14","6","39","8","31","28","8","3","4","0.3","0.68","0.88","0.96","0.99","4.1916"
"167.json","77.5","23","7","16","16","7","41","10","31","33","10","3","5","0.31","0.67","0.87","0.96","0.99","4.2164"
"168.json","77.5","19","5","14","12","5","32","6","26","23","6","4","3","0.34","0.7","0.88","0.96","0.99","4.136"
"169.json","77.5","22","6","16","14","6","39","8","31","28","8","3","4","0.31","0.68","0.88","0.96","0.99","4.192"
"16.json","77.5","9","1","8","2","1","16","1","15","3","1","5","1","0.7","0.91","0.98","0.99","1.0","3.214809723664"
"170.json","77.5","21","6","15","14","6","36","8","28","28","8","4","4","0.33","0.7","0.88","0.96","0.99","4.153429688843219"
"171.json","77.5","23","7","16","16","7","41","10","31","33","10","3","5","0.32","0.69","0.89","0.96","0.99","4.1602"
"172.json","77.5","24","8","16","20","8","42","10","32","40","10","3","4","0.27","0.61","0.84","0.94","0.98","4.364"
"173.json","77.5","26","9","17","22","9","46","12","34","45","12","3","5","0.26","0.61","0.83","0.94","0.98","4.392"
"174.json","77.5","26","9","17","22","9","46","12","34","45","12","3","5","0.26","0.62","0.84","0.94","0.98","4.3548"
"175.json","77.5","27","10","17","24","10","48","14","34","50","14","3","6","0.28","0.61","0.84","0.94","0.98","4.3608"
"176.json","77.5","13","3","10","6","3","21","3","18","9","3","4","3","0.67","0.89","0.97","0.99","1.0","3.2598"
"177.json","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.41","0.74","0.91","0.97","0.99","3.98836350048"
"178.json","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.4","0.74","0.91","0.97","0.99","3.9942"
"179.json","77.5","23","7","16","16","7","42","9","33","31","9","2","5","0.31","0.67","0.88","0.96","0.99","4.2044"
"17.json","77.5","15","3","12","7","3","28","4","24","14","4","4","2","0.43","0.76","0.91","0.97","0.99","3.938"
"180.json","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.33","0.69","0.88","0.96","0.99","4.162024967209338"
"181.json","77.5","23","7","16","17","7","39","9","30","33","9","3","5","0.28","0.64","0.85","0.95","0.98","4.301287780036213"
"182.json","77.5","26","8","18","19","8","46","10","36","37","10","2","5","0.21","0.58","0.82","0.93","0.98","4.4912"
"183.json","77.5","27","9","18","22","9","48","12","36","44","12","2","6","0.21","0.57","0.83","0.94","0.98","4.4826"
"184.json","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.34","0.69","0.88","0.96","0.99","4.1388"
"185.json","77.5","26","8","18","19","8","46","10","36","37","10","2","5","0.22","0.57","0.82","0.93","0.98","4.488"
"186.json","77.5","23","7","16","17","7","39","9","30","33","9","3","5","0.27","0.64","0.85","0.94","0.98","4.3282"
"187.json","77.5","27","9","18","22","9","48","12","36","44","12","2","6","0.21","0.57","0.82","0.93","0.98","4.5066"
"188.json","77.5","26","9","17","22","9","45","11","34","43","11","2","5","0.26","0.61","0.83","0.94","0.98","4.383"
"189.json","77.5","28","10","18","25","10","49","13","36","50","13","2","6","0.22","0.56","0.81","0.94","0.98","4.4974"
"18.json","77.5","15","3","12","7","3","28","4","24","14","4","4","2","0.42","0.77","0.92","0.97","0.99","3.9342"
"190.json","77.5","28","10","18","25","10","49","13","36","50","13","2","6","0.23","0.58","0.83","0.94","0.98","4.4632"
"191.json","77.5","29","11","18","28","11","51","15","36","57","15","2","7","0.21","0.55","0.79","0.92","0.97","4.564200041576"
"192.json","77.5","11","2","9","4","2","19","2","17","6","2","4","2","0.7","0.91","0.98","0.99","1.0","3.2014"
"193.json","77.5","17","4","13","9","4","31","5","26","17","5","3","3","0.41","0.76","0.91","0.97","0.99","3.9626"
"194.json","77.5","17","4","13","9","4","31","5","26","17","5","3","3","0.42","0.75","0.91","0.97","0.99","3.9514"
"195.json","77.5","21","6","15","14","6","40","8","32","28","8","2","4","0.34","0.7","0.89","0.96","0.99","4.138"
"196.json","77.5","17","4","13","9","4","31","5","26","17","5","3","3","0.41","0.75","0.91","0.97","0.99","3.9672"
"197.json","77.5","19","5","14","12","5","35","7","28","24","7","3","4","0.35","0.69","0.88","0.96","0.99","4.13343444"
"198.json","77.5","22","6","16","14","6","42","8","34","28","8","2","4","0.27","0.64","0.85","0.94","0.98","4.3166"
"199.json","77.5","23","7","16","17","7","44","10","34","35","10","2","5","0.28","0.63","0.85","0.95","0.98","4.31825188"
"19.json","77.5","19","5","14","12","5","37","7","30","25","7","3","3","0.36","0.7","0.88","0.96","0.99","4.118"
"1.json","77.5","9","1","8","2","1","19","2","17","5","2","5","1","0.53","0.84","0.95","0.99","1.0","3.69"
"200.json","77.5","17","4","13","9","4","31","5","26","17","5","3","3","0.43","0.75","0.91","0.97","0.99","3.9584"
"201.json","77.5","22","6","16","14","6","42","8","34","28","8","2","4","0.27","0.65","0.86","0.95","0.98","4.2846"
"202.json","77.5","19","5","14","12","5","35","7","28","24","7","3","4","0.36","0.7","0.89","0.96","0.99","4.1092"
"203.json","77.5","23","7","16","17","7","44","10","34","35","10","2","5","0.28","0.64","0.85","0.95","0.98","4.312"
"204.json","77.5","21","6","15","14","6","40","8","32","28","8","2","4","0.33","0.69","0.88","0.96","0.99","4.1694"
"205.json","77.5","23","7","16","17","7","44","10","34","35","10","2","5","0.28","0.63","0.86","0.95","0.99","4.3006"
"206.json","77.5","23","7","16","17","7","44","10","34","35","10","2","5","0.27","0.64","0.86","0.95","0.99","4.302"
"207.json","77.5","24","8","16","20","8","46","12","34","42","12","2","6","0.27","0.61","0.84","0.94","0.98","4.367537666628901"
"208.json","77.5","13","3","10","6","3","21","3","18","9","3","4","3","0.67","0.9","0.97","0.99","1.0","3.26065196"
"209.json","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.34","0.69","0.88","0.96","0.99","4.1462"
"20.json","77.5","12","2","10","4","2","23","3","20","8","3","4","2","0.68","0.9","0.97","1.0","1.0","3.2328"
"210.json","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.35","0.7","0.89","0.96","0.99","4.1244"
"211.json","77.5","26","9","17","22","9","45","11","34","43","11","2","5","0.26","0.62","0.84","0.94","0.98","4.3642"
"212.json","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.41","0.75","0.91","0.97","0.99","3.9703959199999996"
