"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","82.5","6","0","6","0","0","12","0","12","0","0","6","0","0.82","0.96","0.99","1.0","1.0","2.8896"
"100.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.51","0.84","0.95","0.99","1.0","3.7148"
"101.json","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.38","0.76","0.93","0.98","0.99","3.958"
"102.json","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.32","0.74","0.92","0.98","1.0","4.0382"
"103.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.32","0.72","0.91","0.98","0.99","4.0874"
"104.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.52","0.84","0.96","0.99","1.0","3.6974"
"105.json","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.32","0.73","0.93","0.98","1.0","4.0476"
"106.json","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.38","0.77","0.93","0.98","1.0","3.9454"
"107.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.32","0.72","0.91","0.97","0.99","4.0872"
"108.json","82.5","22","6","16","14","6","41","8","33","28","8","2","4","0.43","0.78","0.93","0.98","1.0","3.8862898799999996"
"109.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.71","0.91","0.97","0.99","4.0964"
"10.json","82.5","11","2","9","4","2","23","4","19","10","4","5","2","0.62","0.9","0.98","1.0","1.0","3.5072"
"110.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.72","0.91","0.97","0.99","4.1"
"111.json","82.5","28","10","18","24","10","50","14","36","50","14","2","6","0.32","0.69","0.89","0.97","0.99","4.1406"
"112.json","82.5","13","3","10","6","3","21","3","18","9","3","4","3","0.78","0.95","0.99","1.0","1.0","2.9738"
"113.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.45","0.79","0.94","0.98","0.99","3.849"
"114.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.44","0.78","0.94","0.98","1.0","3.8682"
"115.json","82.5","26","9","17","22","9","45","11","34","43","11","2","5","0.36","0.74","0.91","0.97","0.99","4.0324"
"116.json","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.51","0.84","0.96","0.99","1.0","3.6988"
"117.json","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.39","0.75","0.93","0.98","0.99","3.9614"
"118.json","82.5","26","8","18","19","8","46","10","36","37","10","2","5","0.31","0.72","0.9","0.97","0.99","4.1064"
"119.json","82.5","28","10","18","25","10","49","13","36","50","13","2","6","0.32","0.71","0.9","0.97","0.99","4.1074"
"11.json","82.5","13","3","10","6","3","28","6","22","15","6","4","3","0.52","0.85","0.96","0.99","1.0","3.6816"
"120.json","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.5","0.84","0.95","0.99","1.0","3.7258"
"121.json","82.5","26","8","18","19","8","46","10","36","37","10","2","5","0.32","0.71","0.9","0.97","0.99","4.1052"
"122.json","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.38","0.75","0.92","0.98","0.99","3.988"
"123.json","82.5","28","10","18","25","10","49","13","36","50","13","2","6","0.33","0.71","0.9","0.97","0.99","4.1068"
"124.json","82.5","23","7","16","16","7","42","9","33","31","9","2","5","0.42","0.79","0.94","0.98","1.0","3.8738"
"125.json","82.5","27","9","18","22","9","48","12","36","44","12","2","6","0.31","0.71","0.9","0.97","0.99","4.1164"
"126.json","82.5","27","9","18","22","9","48","12","36","44","12","2","6","0.31","0.7","0.91","0.97","0.99","4.1164"
"127.json","82.5","29","11","18","28","11","51","15","36","57","15","2","7","0.32","0.69","0.89","0.97","0.99","4.1516"
"128.json","82.5","9","1","8","2","1","16","1","15","3","1","5","1","0.81","0.96","0.99","1.0","1.0","2.93"
"129.json","82.5","12","2","10","4","2","23","3","20","8","3","4","2","0.79","0.95","0.99","1.0","1.0","2.9584"
"12.json","82.5","11","2","9","4","2","24","4","20","10","4","4","2","0.8","0.96","0.99","1.0","1.0","2.9364"
"130.json","82.5","12","2","10","4","2","23","3","20","8","3","4","2","0.79","0.95","0.99","1.0","1.0","2.9608"
"131.json","82.5","14","3","11","6","3","28","5","23","13","5","3","3","0.78","0.95","0.99","1.0","1.0","2.9673890800000002"
"132.json","82.5","15","3","12","7","3","28","4","24","14","4","4","2","0.53","0.84","0.95","0.99","1.0","3.6946"
"133.json","82.5","17","4","13","9","4","32","6","26","19","6","4","3","0.53","0.85","0.96","0.99","1.0","3.6806"
"134.json","82.5","18","4","14","9","4","35","6","29","19","6","3","3","0.51","0.84","0.95","0.99","1.0","3.7126"
"135.json","82.5","19","5","14","11","5","37","8","29","24","8","3","4","0.5","0.83","0.96","0.99","1.0","3.7224"
"136.json","82.5","15","3","12","7","3","28","4","24","14","4","4","2","0.53","0.85","0.96","0.99","1.0","3.6744"
"137.json","82.5","18","4","14","9","4","35","6","29","19","6","3","3","0.52","0.85","0.96","0.99","1.0","3.6882"
"138.json","82.5","17","4","13","9","4","32","6","26","19","6","4","3","0.52","0.83","0.96","0.99","1.0","3.7032"
"139.json","82.5","19","5","14","11","5","37","8","29","24","8","3","4","0.49","0.83","0.96","0.99","1.0","3.7394"
"13.json","82.5","13","3","10","6","3","28","6","22","15","6","4","3","0.61","0.9","0.97","0.99","1.0","3.5292"
"140.json","82.5","19","5","14","12","5","37","7","30","25","7","3","3","0.46","0.8","0.94","0.98","0.99","3.8294"
"141.json","82.5","21","6","15","14","6","41","9","32","30","9","3","4","0.45","0.79","0.93","0.98","0.99","3.8602"
"142.json","82.5","21","6","15","14","6","41","9","32","30","9","3","4","0.43","0.79","0.93","0.98","1.0","3.875"
"143.json","82.5","22","7","15","16","7","43","11","32","35","11","3","5","0.45","0.79","0.94","0.98","0.99","3.8571747600000004"
"144.json","82.5","12","2","10","4","2","20","2","18","6","2","4","2","0.8","0.95","0.99","1.0","1.0","2.964"
"145.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.52","0.84","0.95","0.99","1.0","3.6998"
"146.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.51","0.84","0.96","0.99","1.0","3.7026174400000005"
"147.json","82.5","22","6","16","14","6","41","8","33","28","8","2","4","0.42","0.78","0.94","0.98","0.99","3.8946"
"148.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.52","0.84","0.96","0.99","1.0","3.6962"
"149.json","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.39","0.78","0.93","0.98","1.0","3.9194"
"14.json","82.5","13","3","10","6","3","28","6","22","15","6","4","3","0.62","0.9","0.98","0.99","1.0","3.521"
"150.json","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.32","0.72","0.92","0.98","0.99","4.0708"
"151.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.33","0.72","0.91","0.98","1.0","4.062"
"152.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.51","0.84","0.96","0.99","1.0","3.7118"
"153.json","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.32","0.73","0.92","0.98","0.99","4.0678"
"154.json","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.37","0.76","0.93","0.98","1.0","3.9576"
"155.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.71","0.9","0.97","0.99","4.1186"
"156.json","82.5","22","6","16","14","6","41","8","33","28","8","2","4","0.41","0.78","0.94","0.98","1.0","3.8904"
"157.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.33","0.71","0.91","0.98","0.99","4.0816"
"158.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.3","0.71","0.91","0.97","0.99","4.1172"
"159.json","82.5","28","10","18","24","10","50","14","36","50","14","2","6","0.32","0.68","0.9","0.97","0.99","4.1494"
"15.json","82.5","14","4","10","8","4","30","8","22","20","8","4","4","0.54","0.86","0.96","0.99","1.0","3.6438"
"160.json","82.5","11","2","9","4","2","18","2","16","6","2","5","2","0.79","0.95","0.99","1.0","1.0","2.9589042"
"161.json","82.5","14","3","11","6","3","25","4","21","11","4","4","3","0.78","0.95","0.99","1.0","1.0","2.9693928"
"162.json","82.5","14","3","11","6","3","25","4","21","11","4","4","3","0.78","0.94","0.99","1.0","1.0","2.9812"
"163.json","82.5","16","4","12","8","4","30","6","24","16","6","3","4","0.77","0.94","0.99","1.0","1.0","2.9932"
"164.json","82.5","19","5","14","12","5","32","6","26","23","6","4","3","0.46","0.8","0.94","0.98","1.0","3.8304"
"165.json","82.5","21","6","15","14","6","36","8","28","28","8","4","4","0.44","0.79","0.93","0.98","1.0","3.8616"
"166.json","82.5","22","6","16","14","6","39","8","31","28","8","3","4","0.42","0.79","0.94","0.98","1.0","3.8692"
"167.json","82.5","23","7","16","16","7","41","10","31","33","10","3","5","0.44","0.79","0.94","0.98","1.0","3.853"
"168.json","82.5","19","5","14","12","5","32","6","26","23","6","4","3","0.45","0.8","0.94","0.99","1.0","3.839"
"169.json","82.5","22","6","16","14","6","39","8","31","28","8","3","4","0.43","0.78","0.94","0.98","1.0","3.876"
"16.json","82.5","9","1","8","2","1","16","1","15","3","1","5","1","0.81","0.96","0.99","1.0","1.0","2.9132"
"170.json","82.5","21","6","15","14","6","36","8","28","28","8","4","4","0.45","0.8","0.93","0.98","1.0","3.8418"
"171.json","82.5","23","7","16","16","7","41","10","31","33","10","3","5","0.42","0.78","0.93","0.98","1.0","3.8836"
"172.json","82.5","24","8","16","20","8","42","10","32","40","10","3","4","0.37","0.73","0.91","0.98","0.99","4.0232"
"173.json","82.5","26","9","17","22","9","46","12","34","45","12","3","5","0.37","0.73","0.91","0.97","0.99","4.02"
"174.json","82.5","26","9","17","22","9","46","12","34","45","12","3","5","0.37","0.74","0.92","0.97","0.99","4.011"
"175.json","82.5","27","10","17","24","10","48","14","34","50","14","3","6","0.36","0.73","0.91","0.98","0.99","4.0288"
"176.json","82.5","13","3","10","6","3","21","3","18","9","3","4","3","0.79","0.95","0.99","1.0","1.0","2.9556"
"177.json","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.51","0.84","0.96","0.99","1.0","3.7126"
"178.json","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.51","0.83","0.95","0.99","1.0","3.7246"
"179.json","82.5","23","7","16","16","7","42","9","33","31","9","2","5","0.42","0.78","0.94","0.98","1.0","3.8846"
"17.json","82.5","15","3","12","7","3","28","4","24","14","4","4","2","0.54","0.85","0.96","0.99","1.0","3.657"
"180.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.44","0.8","0.94","0.98","1.0","3.843"
"181.json","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.38","0.74","0.92","0.98","0.99","3.9854"
"182.json","82.5","26","8","18","19","8","46","10","36","37","10","2","5","0.33","0.73","0.91","0.98","0.99","4.0726"
"183.json","82.5","27","9","18","22","9","48","12","36","44","12","2","6","0.31","0.7","0.9","0.97","0.99","4.1218"
"184.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.45","0.8","0.94","0.98","0.99","3.8402"
"185.json","82.5","26","8","18","19","8","46","10","36","37","10","2","5","0.31","0.71","0.9","0.98","0.99","4.1134"
"186.json","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.39","0.75","0.92","0.98","0.99","3.9654"
"187.json","82.5","27","9","18","22","9","48","12","36","44","12","2","6","0.32","0.69","0.89","0.97","0.99","4.138"
"188.json","82.5","26","9","17","22","9","45","11","34","43","11","2","5","0.37","0.74","0.91","0.98","0.99","4.013"
"189.json","82.5","28","10","18","25","10","49","13","36","50","13","2","6","0.3","0.69","0.9","0.97","0.99","4.153"
"18.json","82.5","15","3","12","7","3","28","4","24","14","4","4","2","0.53","0.86","0.96","0.99","1.0","3.6642"
"190.json","82.5","28","10","18","25","10","49","13","36","50","13","2","6","0.31","0.69","0.9","0.97","0.99","4.145"
"191.json","82.5","29","11","18","28","11","51","15","36","57","15","2","7","0.32","0.68","0.89","0.97","0.99","4.1608"
"192.json","82.5","11","2","9","4","2","19","2","17","6","2","4","2","0.79","0.95","0.99","1.0","1.0","2.9548"
"193.json","82.5","17","4","13","9","4","31","5","26","17","5","3","3","0.54","0.85","0.96","0.99","1.0","3.6554"
"194.json","82.5","17","4","13","9","4","31","5","26","17","5","3","3","0.55","0.85","0.95","0.99","1.0","3.6686"
"195.json","82.5","21","6","15","14","6","40","8","32","28","8","2","4","0.45","0.8","0.95","0.99","1.0","3.8236"
"196.json","82.5","17","4","13","9","4","31","5","26","17","5","3","3","0.52","0.84","0.95","0.99","1.0","3.6976"
"197.json","82.5","19","5","14","12","5","35","7","28","24","7","3","4","0.46","0.8","0.94","0.98","0.99","3.8276"
"198.json","82.5","22","6","16","14","6","42","8","34","28","8","2","4","0.37","0.76","0.92","0.98","1.0","3.9598"
"199.json","82.5","23","7","16","17","7","44","10","34","35","10","2","5","0.38","0.75","0.92","0.98","0.99","3.9748"
"19.json","82.5","19","5","14","12","5","37","7","30","25","7","3","3","0.46","0.8","0.94","0.99","1.0","3.8074"
"1.json","82.5","9","1","8","2","1","19","2","17","5","2","5","1","0.63","0.9","0.98","0.99","1.0","3.4968"
"200.json","82.5","17","4","13","9","4","31","5","26","17","5","3","3","0.54","0.85","0.96","0.99","1.0","3.6612"
"201.json","82.5","22","6","16","14","6","42","8","34","28","8","2","4","0.38","0.77","0.93","0.98","1.0","3.9364"
"202.json","82.5","19","5","14","12","5","35","7","28","24","7","3","4","0.45","0.8","0.94","0.98","1.0","3.8366"
"203.json","82.5","23","7","16","17","7","44","10","34","35","10","2","5","0.37","0.74","0.91","0.98","0.99","4.004"
"204.json","82.5","21","6","15","14","6","40","8","32","28","8","2","4","0.43","0.78","0.93","0.98","1.0","3.8786"
"205.json","82.5","23","7","16","17","7","44","10","34","35","10","2","5","0.37","0.75","0.92","0.98","1.0","3.9848"
"206.json","82.5","23","7","16","17","7","44","10","34","35","10","2","5","0.38","0.75","0.92","0.97","0.99","3.9884"
"207.json","82.5","24","8","16","20","8","46","12","34","42","12","2","6","0.37","0.73","0.91","0.98","0.99","4.0172"
"208.json","82.5","13","3","10","6","3","21","3","18","9","3","4","3","0.78","0.94","0.99","1.0","1.0","2.9752"
"209.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.44","0.8","0.94","0.98","1.0","3.8452"
"20.json","82.5","12","2","10","4","2","23","3","20","8","3","4","2","0.79","0.95","0.99","1.0","1.0","2.9615921600000004"
"210.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.45","0.79","0.94","0.98","1.0","3.85"
"211.json","82.5","26","9","17","22","9","45","11","34","43","11","2","5","0.37","0.73","0.92","0.98","0.99","4.0184"
"212.json","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.5","0.84","0.95","0.99","1.0","3.716740523488"
"213.json","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.38","0.76","0.92","0.98","1.0","3.9782"
