"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","17.5","6","0","6","0","0","12","0","12","0","0","6","0","0.0","0.01","0.01","0.03","0.07","15.6236"
"1.json","18","17.5","9","1","8","2","1","19","2","17","5","2","5","1","0.0","0.0","0.01","0.03","0.05","16.8822"
"10.json","18","17.5","11","2","9","4","2","23","4","19","10","4","5","2","0.0","0.0","0.01","0.02","0.04","17.3644"
"100.json","18","17.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.01","0.01","0.02","19.7288"
"101.json","18","17.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.0","0.01","0.02","21.2318"
"102.json","18","17.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.01","0.01","22.13334576"
"103.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.4346"
"104.json","18","17.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.01","0.02","0.03","19.463"
"105.json","18","17.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.0","0.01","22.043"
"106.json","18","17.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.0","0.01","0.02","21.1078"
"107.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.7262"
"108.json","18","17.5","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.0","0.01","0.02","21.138"
"109.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.87808692"
"11.json","18","17.5","13","3","10","6","3","28","6","22","15","6","4","3","0.0","0.0","0.01","0.02","0.04","18.3082"
"110.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.86494524"
"111.json","18","17.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.0","0.0","0.01","23.6614"
"112.json","18","17.5","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.0","0.01","0.03","0.05","17.1620926"
"113.json","18","17.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.01","0.02","20.6534"
"114.json","18","17.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.01","0.02","20.99403241852"
"115.json","18","17.5","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.0","0.0","0.0","0.01","22.7644"
"116.json","18","17.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.01","0.02","0.03","19.8006"
"117.json","18","17.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.0","0.01","0.01","21.999175617384"
"118.json","18","17.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.01","0.01","22.6434"
"119.json","18","17.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.0","0.01","23.913"
"12.json","18","17.5","11","2","9","4","2","24","4","20","10","4","4","2","0.0","0.0","0.01","0.03","0.05","16.734"
"120.json","18","17.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.01","0.01","0.03","19.7336"
"121.json","18","17.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.0","0.01","22.975572989048"
"122.json","18","17.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.0","0.01","0.02","22.2248"
"123.json","18","17.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.0","0.01","23.9088"
"124.json","18","17.5","23","7","16","16","7","42","9","33","31","9","2","5","0.0","0.0","0.0","0.01","0.02","21.4328"
"125.json","18","17.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.0","0.0","0.0","0.01","23.1904"
"126.json","18","17.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.0","0.0","0.0","0.01","23.51968656"
"127.json","18","17.5","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.0","0.0","0.01","0.01","24.262"
"128.json","18","17.5","9","1","8","2","1","16","1","15","3","1","5","1","0.0","0.01","0.02","0.03","0.06","16.3836"
"129.json","18","17.5","12","2","10","4","2","23","3","20","8","3","4","2","0.0","0.0","0.01","0.02","0.05","17.1378"
"13.json","18","17.5","13","3","10","6","3","28","6","22","15","6","4","3","0.0","0.0","0.01","0.02","0.04","17.7726"
"130.json","18","17.5","12","2","10","4","2","23","3","20","8","3","4","2","0.0","0.0","0.01","0.03","0.06","17.0024"
"131.json","18","17.5","14","3","11","6","3","28","5","23","13","5","3","3","0.0","0.0","0.01","0.02","0.04","17.5776"
"132.json","18","17.5","15","3","12","7","3","28","4","24","14","4","4","2","0.0","0.0","0.01","0.02","0.04","18.8046"
"133.json","18","17.5","17","4","13","9","4","32","6","26","19","6","4","3","0.0","0.0","0.01","0.01","0.03","19.2604"
"134.json","18","17.5","18","4","14","9","4","35","6","29","19","6","3","3","0.0","0.0","0.01","0.01","0.03","19.451560920000002"
"135.json","18","17.5","19","5","14","11","5","37","8","29","24","8","3","4","0.0","0.0","0.01","0.02","0.03","19.75945208"
"136.json","18","17.5","15","3","12","7","3","28","4","24","14","4","4","2","0.0","0.0","0.01","0.02","0.03","18.7883"
"137.json","18","17.5","18","4","14","9","4","35","6","29","19","6","3","3","0.0","0.0","0.0","0.01","0.02","19.7498"
"138.json","18","17.5","17","4","13","9","4","32","6","26","19","6","4","3","0.0","0.0","0.01","0.02","0.03","19.52135766"
"139.json","18","17.5","19","5","14","11","5","37","8","29","24","8","3","4","0.0","0.0","0.01","0.01","0.02","19.967349959999996"
"14.json","18","17.5","13","3","10","6","3","28","6","22","15","6","4","3","0.0","0.0","0.01","0.02","0.04","18.0886"
"140.json","18","17.5","19","5","14","12","5","37","7","30","25","7","3","3","0.0","0.0","0.0","0.01","0.02","20.2872"
"141.json","18","17.5","21","6","15","14","6","41","9","32","30","9","3","4","0.0","0.0","0.0","0.01","0.02","20.90321772"
"142.json","18","17.5","21","6","15","14","6","41","9","32","30","9","3","4","0.0","0.0","0.0","0.01","0.02","20.90365744"
"143.json","18","17.5","22","7","15","16","7","43","11","32","35","11","3","5","0.0","0.0","0.0","0.01","0.01","21.2539"
"144.json","18","17.5","12","2","10","4","2","20","2","18","6","2","4","2","0.0","0.0","0.01","0.03","0.05","17.089593469992"
"145.json","18","17.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.0","0.02","0.03","19.60094672"
"146.json","18","17.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.0","0.01","0.03","19.786217918694"
"147.json","18","17.5","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.0","0.01","0.02","21.266980731488"
"148.json","18","17.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.0","0.01","0.03","19.4706"
"149.json","18","17.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.0","0.01","0.02","21.301453396146297"
"15.json","18","17.5","14","4","10","8","4","30","8","22","20","8","4","4","0.0","0.0","0.01","0.02","0.04","18.555"
"150.json","18","17.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.0","0.01","22.16846029067923"
"151.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.8122"
"152.json","18","17.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.01","0.01","0.03","19.657904271532"
"153.json","18","17.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.01","0.01","22.008833692058136"
"154.json","18","17.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.0","0.01","0.02","21.1848"
"155.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.6728"
"156.json","18","17.5","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.0","0.01","0.02","21.07845078"
"157.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.742199835123476"
"158.json","18","17.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.01","22.957615690156"
"159.json","18","17.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.0","0.0","0.01","23.8158"
"16.json","18","17.5","9","1","8","2","1","16","1","15","3","1","5","1","0.0","0.01","0.02","0.03","0.06","16.36126164"
"160.json","18","17.5","11","2","9","4","2","18","2","16","6","2","5","2","0.0","0.0","0.01","0.02","0.05","17.1556"
"161.json","18","17.5","14","3","11","6","3","25","4","21","11","4","4","3","0.0","0.0","0.01","0.02","0.05","17.6914"
"162.json","18","17.5","14","3","11","6","3","25","4","21","11","4","4","3","0.0","0.0","0.01","0.02","0.04","17.6874"
"163.json","18","17.5","16","4","12","8","4","30","6","24","16","6","3","4","0.0","0.0","0.01","0.02","0.04","18.394938279999998"
"164.json","18","17.5","19","5","14","12","5","32","6","26","23","6","4","3","0.0","0.0","0.0","0.01","0.02","20.362"
"165.json","18","17.5","21","6","15","14","6","36","8","28","28","8","4","4","0.0","0.0","0.0","0.01","0.02","20.758078987656"
"166.json","18","17.5","22","6","16","14","6","39","8","31","28","8","3","4","0.0","0.0","0.0","0.01","0.02","21.3096724"
"167.json","18","17.5","23","7","16","16","7","41","10","31","33","10","3","5","0.0","0.0","0.0","0.01","0.02","21.445472252328003"
"168.json","18","17.5","19","5","14","12","5","32","6","26","23","6","4","3","0.0","0.0","0.0","0.01","0.02","20.38306193448"
"169.json","18","17.5","22","6","16","14","6","39","8","31","28","8","3","4","0.0","0.0","0.0","0.01","0.02","21.362889094450466"
"17.json","18","17.5","15","3","12","7","3","28","4","24","14","4","4","2","0.0","0.0","0.01","0.02","0.04","18.822226669152"
"170.json","18","17.5","21","6","15","14","6","36","8","28","28","8","4","4","0.0","0.0","0.0","0.01","0.02","21.038476612386898"
"171.json","18","17.5","23","7","16","16","7","41","10","31","33","10","3","5","0.0","0.0","0.0","0.01","0.02","21.32664496"
"172.json","18","17.5","24","8","16","20","8","42","10","32","40","10","3","4","0.0","0.0","0.0","0.01","0.01","22.7816"
"173.json","18","17.5","26","9","17","22","9","46","12","34","45","12","3","5","0.0","0.0","0.0","0.01","0.01","22.941"
"174.json","18","17.5","26","9","17","22","9","46","12","34","45","12","3","5","0.0","0.0","0.0","0.0","0.01","22.91055288"
"175.json","18","17.5","27","10","17","24","10","48","14","34","50","14","3","6","0.0","0.0","0.0","0.0","0.01","22.914588199999997"
"176.json","18","17.5","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.0","0.01","0.02","0.05","17.4849"
"177.json","18","17.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.01","0.01","0.03","19.950520189343997"
"178.json","18","17.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.01","0.01","0.03","19.93289698"
"179.json","18","17.5","23","7","16","16","7","42","9","33","31","9","2","5","0.0","0.0","0.0","0.01","0.02","21.4672"
"18.json","18","17.5","15","3","12","7","3","28","4","24","14","4","4","2","0.0","0.0","0.01","0.01","0.03","18.8168"
"180.json","18","17.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.01","0.02","20.86680769532248"
"181.json","18","17.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.0","0.01","0.02","21.7365"
"182.json","18","17.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.0","0.01","22.8625"
"183.json","18","17.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.0","0.0","0.0","0.01","23.7005"
"184.json","18","17.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.01","0.02","20.7939"
"185.json","18","17.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.0","0.01","22.93233456"
"186.json","18","17.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.0","0.01","0.02","21.9146"
"187.json","18","17.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.0","0.0","0.0","0.01","23.0264"
"188.json","18","17.5","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.0","0.0","0.0","0.01","22.90838292"
"189.json","18","17.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.0","0.01","23.882982600000002"
"19.json","18","17.5","19","5","14","12","5","37","7","30","25","7","3","3","0.0","0.0","0.0","0.01","0.02","20.4698"
"190.json","18","17.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.0","0.01","23.5388"
"191.json","18","17.5","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.0","0.0","0.0","0.01","24.3106"
"192.json","18","17.5","11","2","9","4","2","19","2","17","6","2","4","2","0.0","0.0","0.01","0.03","0.06","16.696"
"193.json","18","17.5","17","4","13","9","4","31","5","26","17","5","3","3","0.0","0.0","0.01","0.02","0.03","19.24039010403787"
"194.json","18","17.5","17","4","13","9","4","31","5","26","17","5","3","3","0.0","0.0","0.01","0.02","0.03","19.2665392"
"195.json","18","17.5","21","6","15","14","6","40","8","32","28","8","2","4","0.0","0.0","0.0","0.01","0.02","20.631573361539065"
"196.json","18","17.5","17","4","13","9","4","31","5","26","17","5","3","3","0.0","0.0","0.01","0.02","0.04","19.1854"
"197.json","18","17.5","19","5","14","12","5","35","7","28","24","7","3","4","0.0","0.0","0.0","0.01","0.02","20.493"
"198.json","18","17.5","22","6","16","14","6","42","8","34","28","8","2","4","0.0","0.0","0.0","0.01","0.02","21.2354"
"199.json","18","17.5","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.0","0.0","0.01","0.01","21.8001"
"2.json","18","17.5","9","1","8","2","1","19","2","17","5","2","5","1","0.0","0.0","0.01","0.03","0.06","16.7064"
"20.json","18","17.5","12","2","10","4","2","23","3","20","8","3","4","2","0.0","0.0","0.01","0.03","0.05","17.0873"
"200.json","18","17.5","17","4","13","9","4","31","5","26","17","5","3","3","0.0","0.0","0.01","0.01","0.03","19.37444807802081"
"201.json","18","17.5","22","6","16","14","6","42","8","34","28","8","2","4","0.0","0.0","0.0","0.01","0.02","21.1604"
"202.json","18","17.5","19","5","14","12","5","35","7","28","24","7","3","4","0.0","0.0","0.0","0.01","0.03","20.3632"
"203.json","18","17.5","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.0","0.0","0.01","0.01","22.168148439967023"
"204.json","18","17.5","21","6","15","14","6","40","8","32","28","8","2","4","0.0","0.0","0.0","0.01","0.02","20.9253"
"205.json","18","17.5","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.0","0.0","0.01","0.02","21.9712"
"206.json","18","17.5","23","7","16","17","7","44","10","34","35","10","2","5","0.0","0.0","0.0","0.01","0.02","22.15638506"
"207.json","18","17.5","24","8","16","20","8","46","12","34","42","12","2","6","0.0","0.0","0.0","0.0","0.01","22.651"
"208.json","18","17.5","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.01","0.01","0.03","0.05","17.392"
"209.json","18","17.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.01","0.02","20.8917"
"21.json","18","17.5","17","4","13","9","4","32","6","26","19","6","4","3","0.0","0.0","0.01","0.01","0.03","19.4524"
"210.json","18","17.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.01","0.02","20.97477834"
"211.json","18","17.5","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.0","0.0","0.0","0.01","23.0448"
"212.json","18","17.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.01","0.02","0.03","19.7144"
