"combinations","n","r2"
"complexity,inverseDelay,centrality,creditHours,free","5","0.9189682132913323"
"complexity,inverseDelay,centrality,creditHours,timeComp1","5","0.92149017822983"
"complexity,inverseDelay,centrality,creditHours,timeComp2","5","0.9238615492638562"
"complexity,inverseDelay,centrality,free,timeComp1","5","0.8035031565538663"
"complexity,inverseDelay,centrality,free,timeComp2","5","0.8243053225861763"
"complexity,inverseDelay,centrality,timeComp1,timeComp2","5","0.8328948391613408"
"complexity,inverseDelay,creditHours,free,timeComp1","5","0.9018392277761346"
"complexity,inverseDelay,creditHours,free,timeComp2","5","0.9146706417064651"
"complexity,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9132171152633264"
"complexity,inverseDelay,free,timeComp1,timeComp2","5","0.818154923399438"
"complexity,centrality,creditHours,free,timeComp1","5","0.9213308841078847"
"complexity,centrality,creditHours,free,timeComp2","5","0.9241408745736053"
"complexity,centrality,creditHours,timeComp1,timeComp2","5","0.9241881256270926"
"complexity,centrality,free,timeComp1,timeComp2","5","0.8327805046383975"
"complexity,creditHours,free,timeComp1,timeComp2","5","0.9145662155568057"
"blocking,delay,inverseDelay,centrality,creditHours","5","0.9189796782819951"
"blocking,delay,inverseDelay,centrality,free","5","0.5458663914790183"
"blocking,delay,inverseDelay,centrality,timeComp1","5","0.7918733325688542"
"blocking,delay,inverseDelay,centrality,timeComp2","5","0.8201794086262051"
"blocking,delay,inverseDelay,creditHours,free","5","0.9128721108125394"
"blocking,delay,inverseDelay,creditHours,timeComp1","5","0.9142522387020326"
"blocking,delay,inverseDelay,creditHours,timeComp2","5","0.9183448222873983"
"blocking,delay,inverseDelay,free,timeComp1","5","0.8053090612331972"
"blocking,delay,inverseDelay,free,timeComp2","5","0.8190320776068364"
"blocking,delay,inverseDelay,timeComp1,timeComp2","5","0.8316325127741715"
"blocking,delay,centrality,creditHours,free","5","0.9188793729136344"
"blocking,delay,centrality,creditHours,timeComp2","5","0.9233910980298076"
"blocking,delay,centrality,free,timeComp1","5","0.8052001484178559"
"blocking,delay,centrality,free,timeComp2","5","0.8251726150350133"
"blocking,delay,centrality,timeComp1,timeComp2","5","0.8342095354249823"
"blocking,delay,creditHours,free,timeComp1","5","0.9137571311469864"
"blocking,delay,creditHours,free,timeComp2","5","0.9193777466948838"
"blocking,delay,creditHours,timeComp1,timeComp2","5","0.9178995071074192"
"blocking,delay,free,timeComp1,timeComp2","5","0.8316222962708307"
"blocking,inverseDelay,centrality,creditHours,free","5","0.9185348729200935"
"blocking,inverseDelay,centrality,creditHours,timeComp1","5","0.9213907612971146"
"blocking,inverseDelay,centrality,creditHours,timeComp2","5","0.923664638771391"
"blocking,inverseDelay,centrality,free,timeComp1","5","0.7953200591960469"
"blocking,inverseDelay,centrality,free,timeComp2","5","0.8053729026905134"
"blocking,inverseDelay,centrality,timeComp1,timeComp2","5","0.8174479387537945"
"blocking,inverseDelay,creditHours,free,timeComp1","5","0.9109531481410874"
"blocking,inverseDelay,creditHours,free,timeComp2","5","0.9206512566565531"
"blocking,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9189336339548956"
"blocking,inverseDelay,free,timeComp1,timeComp2","5","0.8059204209865768"
"blocking,centrality,creditHours,free,timeComp1","5","0.921336092752244"
"blocking,centrality,creditHours,free,timeComp2","5","0.9229149178873469"
"blocking,centrality,creditHours,timeComp1,timeComp2","5","0.9230067726220921"
"blocking,centrality,free,timeComp1,timeComp2","5","0.8061673739873711"
"blocking,creditHours,free,timeComp1,timeComp2","5","0.9192064331038422"
"delay,inverseBlocking,inverseDelay,centrality,creditHours","5","0.9189796782819951"
"delay,inverseBlocking,inverseDelay,centrality,free","5","0.5458663914790183"
"delay,inverseBlocking,inverseDelay,centrality,timeComp1","5","0.7918733325688543"
"delay,inverseBlocking,inverseDelay,centrality,timeComp2","5","0.8201794086262051"
"delay,inverseBlocking,inverseDelay,creditHours,free","5","0.9128721108125395"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp1","5","0.9142522387020328"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp2","5","0.9183448222873984"
"delay,inverseBlocking,inverseDelay,free,timeComp1","5","0.8053090612331971"
"delay,inverseBlocking,inverseDelay,free,timeComp2","5","0.8190320776068364"
"delay,inverseBlocking,inverseDelay,timeComp1,timeComp2","5","0.8316325127741715"
"delay,inverseBlocking,centrality,creditHours,free","5","0.9188793729136343"
"delay,inverseBlocking,centrality,creditHours,timeComp1","5","0.9211324958647423"
"delay,inverseBlocking,centrality,creditHours,timeComp2","5","0.9233910980298075"
"delay,inverseBlocking,centrality,free,timeComp1","5","0.805200148417856"
"delay,inverseBlocking,centrality,free,timeComp2","5","0.8251726150350132"
"delay,inverseBlocking,centrality,timeComp1,timeComp2","5","0.8342095354249823"
"delay,inverseBlocking,creditHours,free,timeComp1","5","0.9137571311469865"
"delay,inverseBlocking,creditHours,free,timeComp2","5","0.9193777466948839"
"delay,inverseBlocking,free,timeComp1,timeComp2","5","0.8316222962708307"
"delay,inverseDelay,centrality,creditHours,free","5","0.9189121718858918"
"delay,inverseDelay,centrality,creditHours,timeComp2","5","0.9239702762636482"
"delay,inverseDelay,centrality,free,timeComp1","5","0.8053405887701827"
"delay,inverseDelay,centrality,free,timeComp2","5","0.8232221863973948"
"delay,inverseDelay,centrality,timeComp1,timeComp2","5","0.8333628223520737"
"delay,inverseDelay,creditHours,free,timeComp1","5","0.8961518783682811"
"delay,inverseDelay,creditHours,free,timeComp2","5","0.8993365777658974"
"delay,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9008692189236174"
"delay,inverseDelay,free,timeComp1,timeComp2","5","0.830735596942271"
"delay,centrality,creditHours,free,timeComp1","5","0.9213384460078241"
"delay,centrality,creditHours,free,timeComp2","5","0.9242105219347493"
"delay,centrality,creditHours,timeComp1,timeComp2","5","0.9244964870654409"
"delay,centrality,free,timeComp1,timeComp2","5","0.8332663388308771"
"delay,creditHours,free,timeComp1,timeComp2","5","0.8995796381940506"
"inverseBlocking,inverseDelay,centrality,creditHours,free","5","0.9185348729200935"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","5","0.9213907612971146"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","5","0.923664638771391"
"inverseBlocking,inverseDelay,centrality,free,timeComp1","5","0.7953200591960469"
"inverseBlocking,inverseDelay,centrality,free,timeComp2","5","0.8053729026905134"
"inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","5","0.8174479387537945"
"inverseBlocking,inverseDelay,creditHours,free,timeComp1","5","0.9109531481410874"
"inverseBlocking,inverseDelay,creditHours,free,timeComp2","5","0.9206512566565531"
"inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9189336339548956"
"inverseBlocking,inverseDelay,free,timeComp1,timeComp2","5","0.8059204209865768"
"inverseBlocking,centrality,creditHours,free,timeComp1","5","0.921336092752244"
"inverseBlocking,centrality,creditHours,free,timeComp2","5","0.9229149178873469"
"inverseBlocking,centrality,creditHours,timeComp1,timeComp2","5","0.9230067726220921"
"inverseBlocking,centrality,free,timeComp1,timeComp2","5","0.8061673739873711"
"inverseBlocking,creditHours,free,timeComp1,timeComp2","5","0.9192064331038422"
"inverseDelay,centrality,creditHours,free,timeComp1","5","0.9215605015518914"
"inverseDelay,centrality,creditHours,free,timeComp2","5","0.9243392722441311"
"inverseDelay,centrality,free,timeComp1,timeComp2","5","0.8004009500002937"
"inverseDelay,creditHours,free,timeComp1,timeComp2","5","0.8994238454414111"
"centrality,creditHours,free,timeComp1,timeComp2","5","0.9224293015560842"
"complexity,blocking,delay,inverseDelay,centrality,creditHours","6","0.9189796782819952"
"complexity,blocking,delay,inverseDelay,centrality,free","6","0.5458663914790185"
"complexity,blocking,delay,inverseDelay,centrality,timeComp1","6","0.7918733325688542"
"complexity,blocking,delay,inverseDelay,centrality,timeComp2","6","0.8201794086262051"
"complexity,blocking,delay,inverseDelay,creditHours,free","6","0.9128721108125394"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp1","6","0.9142522387020326"
"complexity,blocking,delay,inverseDelay,free,timeComp1","6","0.8053090612331975"
"complexity,blocking,delay,inverseDelay,free,timeComp2","6","0.8190320776068365"
"complexity,blocking,delay,inverseDelay,timeComp1,timeComp2","6","0.8316325127741715"
"complexity,blocking,delay,centrality,creditHours,free","6","0.9188793729136344"
"complexity,blocking,delay,centrality,creditHours,timeComp1","6","0.9211324958647424"
"complexity,blocking,delay,centrality,creditHours,timeComp2","6","0.9233910980298075"
"complexity,blocking,delay,centrality,free,timeComp1","6","0.805200148417856"
"complexity,blocking,delay,centrality,free,timeComp2","6","0.8251726150350132"
"complexity,blocking,delay,centrality,timeComp1,timeComp2","6","0.8342095354249823"
"complexity,blocking,delay,creditHours,free,timeComp1","6","0.9137571311469865"
"complexity,blocking,delay,creditHours,free,timeComp2","6","0.9193777466948839"
"complexity,blocking,delay,creditHours,timeComp1,timeComp2","6","0.9178995071074191"
"complexity,blocking,delay,free,timeComp1,timeComp2","6","0.8316222962708307"
"complexity,blocking,inverseDelay,centrality,creditHours,free","6","0.9189800835204671"
"complexity,blocking,inverseDelay,centrality,creditHours,timeComp1","6","0.921499306766146"
"complexity,blocking,inverseDelay,centrality,creditHours,timeComp2","6","0.9239804165905684"
"complexity,blocking,inverseDelay,centrality,free,timeComp1","6","0.8053405920866494"
"complexity,blocking,inverseDelay,centrality,free,timeComp2","6","0.8252320711485521"
"complexity,blocking,inverseDelay,centrality,timeComp1,timeComp2","6","0.8343229832009225"
"complexity,blocking,inverseDelay,creditHours,free,timeComp1","6","0.9142569489252408"
"complexity,blocking,inverseDelay,creditHours,free,timeComp2","6","0.9206734510648077"
"complexity,blocking,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9190289117339439"
"complexity,blocking,inverseDelay,free,timeComp1,timeComp2","6","0.8316704824597629"
"complexity,blocking,centrality,creditHours,free,timeComp1","6","0.9213918894138521"
"complexity,blocking,centrality,creditHours,free,timeComp2","6","0.9242644674359621"
"complexity,blocking,centrality,creditHours,timeComp1,timeComp2","6","0.9244965042840579"
"complexity,blocking,centrality,free,timeComp1,timeComp2","6","0.834288938653091"
"complexity,blocking,creditHours,free,timeComp1,timeComp2","6","0.9193869318542497"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours","6","0.9189796782819951"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free","6","0.5458663914790183"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp1","6","0.7918733325688543"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp2","6","0.8201794086262052"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free","6","0.9128721108125395"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp2","6","0.9183448222873983"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp1","6","0.8053090612331972"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp2","6","0.8190320776068364"
"complexity,delay,inverseBlocking,inverseDelay,timeComp1,timeComp2","6","0.8316325127741715"
"complexity,delay,inverseBlocking,centrality,creditHours,free","6","0.9188793729136344"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp1","6","0.9211324958647424"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp2","6","0.9233910980298075"
"complexity,delay,inverseBlocking,centrality,free,timeComp1","6","0.8052001484178559"
"complexity,delay,inverseBlocking,centrality,free,timeComp2","6","0.825172615035013"
"complexity,delay,inverseBlocking,centrality,timeComp1,timeComp2","6","0.8342095354249823"
"complexity,delay,inverseBlocking,creditHours,free,timeComp1","6","0.9137571311469865"
"complexity,delay,inverseBlocking,creditHours,free,timeComp2","6","0.9193777466948838"
"complexity,delay,inverseBlocking,creditHours,timeComp1,timeComp2","6","0.9178995071074192"
"complexity,delay,inverseBlocking,free,timeComp1,timeComp2","6","0.8316222962708307"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp1","6","0.9214993067661461"
"complexity,delay,inverseDelay,centrality,free,timeComp1","6","0.8053405920866494"
"complexity,delay,inverseDelay,centrality,free,timeComp2","6","0.825232071148552"
"complexity,delay,inverseDelay,creditHours,free,timeComp1","6","0.9142569489252409"
"complexity,delay,inverseDelay,creditHours,free,timeComp2","6","0.9206734510648077"
"complexity,delay,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9190289117339439"
"complexity,delay,inverseDelay,free,timeComp1,timeComp2","6","0.8316704824597632"
"complexity,delay,centrality,creditHours,free,timeComp1","6","0.9213918894138522"
"complexity,delay,centrality,creditHours,free,timeComp2","6","0.924264467435962"
"complexity,delay,centrality,creditHours,timeComp1,timeComp2","6","0.9244965042840579"
"complexity,delay,centrality,free,timeComp1,timeComp2","6","0.834288938653091"
"complexity,delay,creditHours,free,timeComp1,timeComp2","6","0.9193869318542498"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free","6","0.9189800835204671"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","6","0.921499306766146"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","6","0.9239804165905684"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp1","6","0.8053405920866494"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp2","6","0.8252320711485521"
"complexity,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","6","0.8343229832009225"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp1","6","0.9142569489252408"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp2","6","0.9206734510648077"
"complexity,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9190289117339439"
"complexity,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","6","0.8316704824597629"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp1","6","0.9213918894138521"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp2","6","0.9242644674359621"
"complexity,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","6","0.9244965042840579"
"complexity,inverseBlocking,centrality,free,timeComp1,timeComp2","6","0.834288938653091"
"complexity,inverseBlocking,creditHours,free,timeComp1,timeComp2","6","0.9193869318542497"
"complexity,inverseDelay,centrality,creditHours,free,timeComp1","6","0.921759562091317"
"complexity,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9250978727256021"
"complexity,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.9252700757258397"
"complexity,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.8332648697185848"
"complexity,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9147215512706945"
"complexity,centrality,creditHours,free,timeComp1,timeComp2","6","0.924570162502007"
"blocking,delay,inverseDelay,centrality,creditHours,free","6","0.9189800835204671"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp1","6","0.921499306766146"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp2","6","0.9239804165905685"
"blocking,delay,inverseDelay,centrality,free,timeComp2","6","0.8252320711485521"
"blocking,delay,inverseDelay,centrality,timeComp1,timeComp2","6","0.8343229832009225"
"blocking,delay,inverseDelay,creditHours,free,timeComp1","6","0.9142569489252408"
"blocking,delay,inverseDelay,creditHours,free,timeComp2","6","0.9206734510648077"
"blocking,delay,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9190289117339439"
"blocking,delay,inverseDelay,free,timeComp1,timeComp2","6","0.8316704824597632"
"blocking,delay,centrality,creditHours,free,timeComp1","6","0.9213918894138522"
"blocking,delay,centrality,creditHours,free,timeComp2","6","0.924264467435962"
"blocking,delay,centrality,creditHours,timeComp1,timeComp2","6","0.9244965042840578"
"blocking,delay,creditHours,free,timeComp1,timeComp2","6","0.9193869318542498"
"blocking,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9217337048441683"
"blocking,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9247414383351363"
"blocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.9249265480176173"
"blocking,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.8177014298593759"
"blocking,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9207003575130472"
"blocking,centrality,creditHours,free,timeComp1,timeComp2","6","0.9232051792072108"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","6","0.921499306766146"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","6","0.9239804165905684"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp1","6","0.8053405920866494"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp2","6","0.8252320711485521"
"delay,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","6","0.8343229832009225"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1","6","0.9142569489252408"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp2","6","0.9206734510648077"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9190289117339439"
"delay,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","6","0.8316704824597632"
"delay,inverseBlocking,centrality,creditHours,free,timeComp1","6","0.9213918894138521"
"delay,inverseBlocking,centrality,creditHours,free,timeComp2","6","0.9242644674359621"
"delay,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","6","0.9244965042840578"
"delay,inverseBlocking,centrality,free,timeComp1,timeComp2","6","0.834288938653091"
"delay,inverseBlocking,creditHours,free,timeComp1,timeComp2","6","0.9193869318542498"
"delay,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9217162453913263"
"delay,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9250188363077725"
"delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.9253631001753153"
"delay,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.8333653626469136"
"delay,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9009893315427463"
"delay,centrality,creditHours,free,timeComp1,timeComp2","6","0.9247183917266927"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9217337048441683"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9247414383351363"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.9249265480176173"
"inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.8177014298593759"
"inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9207003575130472"
"inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","6","0.9232051792072108"
"inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","6","0.92490856445485"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free","7","0.9189800835204671"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp1","7","0.9214993067661461"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp1","7","0.8053405920866497"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp2","7","0.8252320711485519"
"complexity,blocking,delay,inverseDelay,centrality,timeComp1,timeComp2","7","0.8343229832009225"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp1","7","0.9142569489252408"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp2","7","0.9206734510648078"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp1,timeComp2","7","0.919028911733944"
"complexity,blocking,delay,inverseDelay,free,timeComp1,timeComp2","7","0.8316704824597632"
"complexity,blocking,delay,centrality,creditHours,free,timeComp2","7","0.9242644674359621"
"complexity,blocking,delay,centrality,creditHours,timeComp1,timeComp2","7","0.9244965042840578"
"complexity,blocking,delay,centrality,free,timeComp1,timeComp2","7","0.834288938653091"
"complexity,blocking,delay,creditHours,free,timeComp1,timeComp2","7","0.9193869318542498"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9217643419698152"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9251058806831148"
"complexity,blocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9253642563325047"
"complexity,blocking,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.8344190660676496"
"complexity,blocking,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.920723602767327"
"complexity,blocking,centrality,creditHours,free,timeComp1,timeComp2","7","0.924751420137062"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free","7","0.9189800835204671"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","7","0.921499306766146"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","7","0.9239804165905685"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free,timeComp1","7","0.8053405920866495"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free,timeComp2","7","0.8252320711485519"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","7","0.8343229832009225"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1","7","0.9142569489252408"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp2","7","0.9206734510648076"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","7","0.919028911733944"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","7","0.8316704824597632"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp1","7","0.9213918894138522"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp2","7","0.9242644674359621"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","7","0.9244965042840578"
"complexity,delay,inverseBlocking,centrality,free,timeComp1,timeComp2","7","0.8342889386530908"
"complexity,delay,inverseBlocking,creditHours,free,timeComp1,timeComp2","7","0.9193869318542499"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9217643419698149"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9251058806831151"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9253642563325046"
"complexity,delay,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.8344190660676494"
"complexity,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.9207236027673269"
"complexity,delay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9247514201370621"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9217643419698152"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9251058806831148"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9253642563325047"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.8344190660676496"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.920723602767327"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","7","0.924751420137062"
"complexity,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9256934478564569"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1","7","0.921764341969815"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp2","7","0.925105880683115"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9253642563325046"
"blocking,delay,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.8344190660676494"
"blocking,delay,centrality,creditHours,free,timeComp1,timeComp2","7","0.924751420137062"
"blocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.92527869493871"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","7","0.921764341969815"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9251058806831151"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9253642563325045"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.8344190660676494"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.9207236027673269"
"delay,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","7","0.924751420137062"
"delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9256578342164119"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.92527869493871"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1","8","0.921764341969815"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp2","8","0.925105880683115"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","8","0.9253642563325047"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp1,timeComp2","8","0.8344190660676495"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","8","0.9207236027673269"
"complexity,blocking,delay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9247514201370621"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9257169430879356"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","8","0.9217643419698152"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","8","0.925105880683115"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","8","0.9253642563325046"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","8","0.8344190660676494"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","8","0.9207236027673269"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","8","0.9247514201370621"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9257169430879356"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9257169430879356"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9257169430879356"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9257169430879357"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","9","0.9257169430879356"
